,caseid,task,user,start_timestamp,end_timestamp
107,gen-Case002,start,Role 3,2012-04-08 05:51:23,2012-04-08 08:35:14
108,gen-Case002,start,Role 1,2012-04-08 09:52:41,2012-04-08 12:53:55
109,gen-Case002,start,Role 4,2012-04-08 13:32:38,2012-04-08 16:45:22
110,gen-Case002,start,Role 9,2012-04-08 18:50:37,2012-04-08 21:45:58
111,gen-Case002,start,Role 3,2012-04-08 22:59:29,2012-04-09 01:15:47
112,gen-Case002,start,Role 3,2012-04-09 03:27:11,2012-04-09 05:54:42
113,gen-Case002,start,Role 1,2012-04-09 08:00:00,2012-04-09 10:24:50
114,gen-Case002,start,Role 1,2012-04-09 11:05:09,2012-04-09 13:53:51
115,gen-Case002,start,Role 6,2012-04-09 14:29:59,2012-04-09 17:10:58
116,gen-Case002,start,Role 1,2012-04-09 17:44:01,2012-04-09 20:09:05
117,gen-Case002,start,Role 1,2012-04-09 20:38:42,2012-04-09 23:36:21
118,gen-Case002,start,Role 3,2012-04-10 00:11:28,2012-04-10 02:59:30
119,gen-Case002,start,Role 3,2012-04-10 04:39:27,2012-04-10 07:05:05
120,gen-Case002,start,Role 3,2012-04-10 08:41:14,2012-04-10 11:15:36
121,gen-Case002,start,Role 3,2012-04-10 13:28:52,2012-04-10 15:51:28
122,gen-Case002,start,Role 3,2012-04-10 17:56:02,2012-04-10 20:16:02
123,gen-Case002,start,Role 3,2012-04-10 22:07:54,2012-04-11 00:27:28
124,gen-Case002,start,Role 1,2012-04-11 02:21:39,2012-04-11 04:40:33
125,gen-Case002,start,Role 3,2012-04-11 05:16:42,2012-04-11 07:53:23
126,gen-Case002,start,Role 1,2012-04-11 09:45:00,2012-04-11 12:00:37
127,gen-Case002,start,Role 3,2012-04-11 12:31:55,2012-04-11 15:13:06
128,gen-Case002,start,Role 1,2012-04-11 17:12:33,2012-04-11 19:30:17
129,gen-Case002,start,Role 3,2012-04-11 20:05:39,2012-04-11 22:49:38
130,gen-Case002,start,Role 7,2012-04-12 00:46:37,2012-04-12 03:04:55
131,gen-Case002,start,Role 1,2012-04-12 19:22:56,2012-04-12 21:25:39
132,gen-Case002,start,Role 1,2012-04-12 22:01:03,2012-04-13 01:06:12
133,gen-Case002,start,Role 6,2012-04-13 02:06:21,2012-04-13 04:41:15
134,gen-Case002,start,Role 3,2012-04-13 05:17:56,2012-04-13 07:37:41
135,gen-Case002,start,Role 1,2012-04-13 09:05:50,2012-04-13 11:26:40
136,gen-Case002,start,Role 6,2012-04-13 12:02:05,2012-04-13 14:52:05
137,gen-Case002,start,Role 1,2012-04-13 15:29:32,2012-04-13 18:10:55
138,gen-Case002,start,Role 1,2012-04-13 18:35:51,2012-04-13 21:51:49
139,gen-Case002,start,Role 1,2012-04-13 22:21:11,2012-04-14 01:08:05
140,gen-Case002,start,Role 1,2012-04-14 01:40:56,2012-04-14 04:31:41
141,gen-Case002,start,Role 6,2012-04-14 05:02:09,2012-04-14 07:58:21
142,gen-Case002,start,Role 1,2012-04-14 08:41:09,2012-04-14 11:15:06
143,gen-Case002,start,Role 6,2012-04-14 11:48:06,2012-04-14 14:51:47
144,gen-Case002,start,Role 1,2012-04-14 15:25:05,2012-04-14 18:07:09
145,gen-Case002,start,Role 3,2012-04-14 18:34:34,2012-04-14 21:50:54
146,gen-Case002,start,Role 3,2012-04-14 23:11:17,2012-04-15 01:46:47
147,gen-Case002,start,Role 9,2012-04-15 03:26:33,2012-04-15 05:57:57
148,gen-Case002,start,Role 1,2012-04-15 06:53:21,2012-04-15 09:35:15
149,gen-Case002,start,Role 13,2012-04-15 10:10:13,2012-04-15 13:04:54
150,gen-Case002,start,Role 3,2012-04-15 16:27:09,2012-04-15 18:59:25
151,gen-Case002,start,Role 3,2012-04-15 21:20:39,2012-04-15 23:25:33
152,gen-Case002,start,Role 7,2012-04-16 02:13:57,2012-04-16 04:29:17
153,gen-Case002,start,Role 12,2012-04-17 01:21:32,2012-04-17 03:21:28
154,gen-Case002,start,Role 3,2012-04-17 04:13:49,2012-04-17 07:11:12
155,gen-Case002,start,Role 3,2012-04-17 09:26:00,2012-04-17 11:57:27
156,gen-Case002,start,Role 5,2012-04-17 13:28:29,2012-04-17 15:45:50
157,gen-Case002,start,Role 2,2012-04-17 17:57:48,2012-04-17 19:56:28
158,gen-Case002,start,Role 3,2012-04-18 07:33:07,2012-04-18 09:24:22
159,gen-Case002,start,Role 3,2012-04-18 11:08:51,2012-04-18 13:26:06
160,gen-Case002,start,end,2012-04-18 15:43:32,2012-04-18 18:03:26
161,gen-Case002,start,end,2012-04-18 21:02:18,2012-04-19 00:02:57
162,gen-Case002,start,Role 3,2012-04-19 03:55:12,2012-04-19 06:41:00
163,gen-Case002,start,Role 5,2012-04-19 10:10:12,2012-04-19 12:22:40
164,gen-Case002,start,Role 3,2012-04-19 16:16:17,2012-04-19 18:20:13
165,gen-Case002,start,Role 1,2012-04-19 21:24:52,2012-04-19 23:11:26
166,gen-Case002,start,Role 4,2012-04-19 23:59:13,2012-04-20 02:21:00
167,gen-Case002,start,Role 3,2012-04-20 04:23:31,2012-04-20 07:03:55
168,gen-Case002,start,Role 1,2012-04-20 09:05:04,2012-04-20 11:32:55
169,gen-Case002,start,Role 6,2012-04-20 12:21:54,2012-04-20 14:58:26
170,gen-Case002,start,Role 1,2012-04-20 15:58:07,2012-04-20 18:23:08
171,gen-Case002,start,Role 1,2012-04-20 18:57:28,2012-04-20 21:58:53
172,gen-Case002,start,Role 3,2012-04-20 22:30:08,2012-04-21 01:14:34
173,gen-Case002,start,Role 3,2012-04-21 02:58:52,2012-04-21 05:23:38
0,gen-Case009,Milling,Role 1,2012-03-13 00:00:00,2012-03-13 04:39:01
1,gen-Case009,Turning & Milling,Role 1,2012-03-13 05:01:36,2012-03-13 10:09:42
2,gen-Case009,Turning & Milling,Role 1,2012-03-13 10:19:44,2012-03-13 13:53:08
3,gen-Case009,Turning & Milling Q.C.,Role 1,2012-03-13 14:09:17,2012-03-13 17:41:13
4,gen-Case009,Lapping,Role 3,2012-03-13 18:46:25,2012-03-13 21:19:54
5,gen-Case009,start,Role 1,2012-03-14 01:07:57,2012-03-14 02:34:05
6,gen-Case009,start,end,2012-03-14 02:49:55,2012-03-14 05:30:01
7,gen-Case009,start,Role 1,2012-03-14 07:53:11,2012-03-14 10:15:39
8,gen-Case009,start,Role 3,2012-03-14 10:41:54,2012-03-14 13:05:16
9,gen-Case009,start,Role 1,2012-03-14 14:45:42,2012-03-14 16:46:57
10,gen-Case009,start,Role 3,2012-03-14 17:27:01,2012-03-14 20:10:46
11,gen-Case009,start,Role 7,2012-03-14 22:17:15,2012-03-15 00:40:32
12,gen-Case009,start,Role 1,2012-03-15 17:03:37,2012-03-15 19:06:16
13,gen-Case009,start,Role 7,2012-03-15 19:41:06,2012-03-15 22:46:06
14,gen-Case009,start,Role 3,2012-03-17 01:13:38,2012-03-17 03:16:06
15,gen-Case009,start,Role 1,2012-03-17 05:04:59,2012-03-17 07:41:21
16,gen-Case009,start,Role 6,2012-03-17 08:39:49,2012-03-17 11:07:53
17,gen-Case009,start,Role 3,2012-03-17 12:02:48,2012-03-17 14:20:48
18,gen-Case009,start,Role 3,2012-03-17 15:40:42,2012-03-17 18:00:12
19,gen-Case009,start,Role 3,2012-03-17 19:36:41,2012-03-17 21:59:45
20,gen-Case009,start,Role 3,2012-03-17 23:54:50,2012-03-18 02:22:53
21,gen-Case009,start,Role 11,2012-03-18 04:06:30,2012-03-18 06:37:22
22,gen-Case009,start,Role 13,2012-03-18 09:33:51,2012-03-18 12:19:18
23,gen-Case009,start,Role 1,2012-03-18 17:13:36,2012-03-18 20:00:04
24,gen-Case009,start,end,2012-03-18 21:00:30,2012-03-18 23:18:04
25,gen-Case009,start,Role 1,2012-03-19 03:05:27,2012-03-19 05:39:17
26,gen-Case009,start,Role 1,2012-03-19 06:35:58,2012-03-19 09:09:28
27,gen-Case009,start,Role 6,2012-03-19 10:11:22,2012-03-19 12:43:18
28,gen-Case009,start,Role 3,2012-03-19 13:39:32,2012-03-19 16:06:49
29,gen-Case009,start,Role 1,2012-03-19 17:46:49,2012-03-19 20:24:49
30,gen-Case009,start,Role 1,2012-03-19 20:59:46,2012-03-19 23:50:54
31,gen-Case009,start,Role 6,2012-03-20 00:28:34,2012-03-20 03:16:06
32,gen-Case009,start,Role 1,2012-03-20 03:45:39,2012-03-20 06:27:49
33,gen-Case009,start,Role 6,2012-03-20 06:57:04,2012-03-20 09:56:43
34,gen-Case009,start,Role 6,2012-03-20 10:31:43,2012-03-20 13:13:03
35,gen-Case009,start,Role 1,2012-03-20 13:33:54,2012-03-20 16:50:33
36,gen-Case009,start,Role 1,2012-03-20 17:13:05,2012-03-20 20:50:22
37,gen-Case009,start,Role 6,2012-03-20 21:19:04,2012-03-21 00:18:59
38,gen-Case009,start,Role 3,2012-03-21 00:42:37,2012-03-21 03:41:15
39,gen-Case009,start,Role 3,2012-03-21 04:57:41,2012-03-21 07:48:11
40,gen-Case009,start,Role 1,2012-03-21 09:30:09,2012-03-21 12:00:22
41,gen-Case009,start,Role 3,2012-03-21 12:35:57,2012-03-21 15:30:11
42,gen-Case009,start,Role 6,2012-03-21 17:11:21,2012-03-21 19:39:48
43,gen-Case009,start,Role 6,2012-03-21 20:11:44,2012-03-21 22:44:29
44,gen-Case009,start,Role 3,2012-03-21 23:12:56,2012-03-22 02:02:04
45,gen-Case009,start,Role 6,2012-03-22 03:16:44,2012-03-22 05:55:51
46,gen-Case009,start,Role 3,2012-03-22 06:14:58,2012-03-22 09:16:25
47,gen-Case009,start,Role 2,2012-03-22 10:28:22,2012-03-22 13:29:34
48,gen-Case009,start,Role 7,2012-03-22 19:29:44,2012-03-22 21:58:10
49,gen-Case009,start,Role 3,2012-03-23 13:02:59,2012-03-23 15:32:29
50,gen-Case009,start,Role 3,2012-03-23 17:59:52,2012-03-23 21:04:12
51,gen-Case009,start,Role 3,2012-03-24 00:09:21,2012-03-24 02:32:21
52,gen-Case009,start,Role 1,2012-03-24 04:41:22,2012-03-24 06:54:10
53,gen-Case009,start,Role 4,2012-03-24 07:33:38,2012-03-24 09:57:32
54,gen-Case009,start,Role 1,2012-03-24 12:07:07,2012-03-24 14:47:45
55,gen-Case009,start,Role 3,2012-03-24 15:28:47,2012-03-24 18:00:07
56,gen-Case009,start,Role 1,2012-03-24 20:25:52,2012-03-24 22:39:53
57,gen-Case009,start,Role 1,2012-03-24 23:22:24,2012-03-25 02:06:06
58,gen-Case009,start,Role 7,2012-03-25 02:50:37,2012-03-25 05:32:23
59,gen-Case009,start,Role 1,2012-03-25 21:40:57,2012-03-25 23:38:30
60,gen-Case009,start,Role 1,2012-03-26 00:09:14,2012-03-26 03:19:17
61,gen-Case009,start,Role 6,2012-03-26 04:23:06,2012-03-26 07:00:32
62,gen-Case009,start,Role 3,2012-03-26 07:44:44,2012-03-26 10:08:23
63,gen-Case009,start,Role 1,2012-03-26 11:35:20,2012-03-26 13:57:16
64,gen-Case009,start,Role 3,2012-03-26 14:32:44,2012-03-26 17:22:39
65,gen-Case009,start,Role 1,2012-03-26 19:15:51,2012-03-26 21:41:03
66,gen-Case009,start,Role 1,2012-03-26 22:09:53,2012-03-27 01:06:54
67,gen-Case009,start,Role 6,2012-03-27 01:43:48,2012-03-27 04:22:54
68,gen-Case009,start,Role 6,2012-03-27 05:02:23,2012-03-27 07:31:28
69,gen-Case009,start,Role 3,2012-03-27 07:54:58,2012-03-27 10:45:42
70,gen-Case009,start,Role 3,2012-03-27 12:07:22,2012-03-27 14:49:29
71,gen-Case009,start,Role 6,2012-03-27 16:07:55,2012-03-27 18:45:05
72,gen-Case009,start,Role 6,2012-03-27 19:11:47,2012-03-27 22:16:59
73,gen-Case009,start,Role 6,2012-03-27 22:39:45,2012-03-28 01:55:33
74,gen-Case009,start,Role 4,2012-03-28 02:11:54,2012-03-28 05:22:24
75,gen-Case009,start,Role 6,2012-03-28 06:38:36,2012-03-28 10:05:15
76,gen-Case009,start,Role 5,2012-03-28 10:29:56,2012-03-28 13:46:40
77,gen-Case009,start,Role 3,2012-03-28 15:35:30,2012-03-28 18:15:00
78,gen-Case009,start,Role 7,2012-03-28 19:56:53,2012-03-28 21:58:09
79,gen-Case009,start,Role 13,2012-03-29 13:57:26,2012-03-29 15:53:25
80,gen-Case009,start,Role 7,2012-03-29 20:36:18,2012-03-29 23:54:26
81,gen-Case009,start,Role 7,2012-03-31 05:42:46,2012-03-31 07:54:10
82,gen-Case009,start,Role 2,2012-04-01 09:48:53,2012-04-01 12:04:31
83,gen-Case009,start,Role 2,2012-04-02 06:46:10,2012-04-02 09:16:23
84,gen-Case009,start,Role 7,2012-04-03 05:40:38,2012-04-03 08:15:46
85,gen-Case009,start,Role 2,2012-04-04 13:57:14,2012-04-04 16:18:29
86,gen-Case009,start,Role 2,2012-04-05 09:00:31,2012-04-05 11:30:05
87,gen-Case009,start,Role 7,2012-04-06 06:36:37,2012-04-06 09:09:34
88,gen-Case009,start,Role 2,2012-04-07 15:13:00,2012-04-07 17:36:47
89,gen-Case009,start,Role 14,2012-04-08 10:19:51,2012-04-08 12:50:10
90,gen-Case009,start,Role 1,2012-04-08 14:23:12,2012-04-08 17:06:19
91,gen-Case009,start,Role 3,2012-04-08 17:57:17,2012-04-08 20:32:17
92,gen-Case009,start,Role 3,2012-04-08 22:15:00,2012-04-09 00:21:33
93,gen-Case009,start,Role 3,2012-04-09 01:58:15,2012-04-09 04:20:38
94,gen-Case009,start,Role 9,2012-04-09 06:21:48,2012-04-09 08:53:36
95,gen-Case009,start,Role 1,2012-04-09 10:03:05,2012-04-09 12:26:26
96,gen-Case009,start,Role 6,2012-04-09 12:57:00,2012-04-09 15:46:34
97,gen-Case009,start,Role 3,2012-04-09 16:15:09,2012-04-09 18:45:11
98,gen-Case009,start,Role 1,2012-04-09 19:57:02,2012-04-09 22:32:50
99,gen-Case009,start,Role 6,2012-04-09 23:00:24,2012-04-10 01:59:13
100,gen-Case009,start,Role 6,2012-04-10 02:37:07,2012-04-10 05:19:15
101,gen-Case009,start,Role 3,2012-04-10 05:37:42,2012-04-10 08:52:49
102,gen-Case009,start,Role 6,2012-04-10 10:01:09,2012-04-10 12:44:24
103,gen-Case009,start,Role 1,2012-04-10 13:07:55,2012-04-10 16:13:12
104,gen-Case009,start,Role 6,2012-04-10 16:39:05,2012-04-10 20:15:22
105,gen-Case009,start,Role 6,2012-04-10 20:37:53,2012-04-10 23:34:58
106,gen-Case009,start,Role 3,2012-04-10 23:52:47,2012-04-11 03:10:08
107,gen-Case009,start,Role 1,2012-04-11 04:12:41,2012-04-11 07:14:56
108,gen-Case009,start,Role 6,2012-04-11 07:41:31,2012-04-11 10:49:30
109,gen-Case009,start,Role 6,2012-04-11 11:17:31,2012-04-11 14:18:15
110,gen-Case009,start,Role 1,2012-04-11 14:37:17,2012-04-11 17:56:32
111,gen-Case009,start,Role 6,2012-04-11 18:21:37,2012-04-11 21:37:18
112,gen-Case009,start,Role 6,2012-04-11 22:03:07,2012-04-12 01:01:33
113,gen-Case009,start,Role 2,2012-04-12 01:16:47,2012-04-12 05:02:35
114,gen-Case009,start,Role 2,2012-04-12 09:46:24,2012-04-12 12:31:45
115,gen-Case009,start,Role 3,2012-04-12 19:33:17,2012-04-12 22:20:40
116,gen-Case009,start,Role 3,2012-04-13 00:24:39,2012-04-13 03:42:01
117,gen-Case009,start,Role 7,2012-04-13 06:15:27,2012-04-13 08:53:09
118,gen-Case009,start,Role 2,2012-04-14 03:32:37,2012-04-14 05:40:09
119,gen-Case009,start,Role 3,2012-04-14 16:22:41,2012-04-14 18:53:50
120,gen-Case009,start,Role 2,2012-04-14 22:07:47,2012-04-15 00:50:06
121,gen-Case009,start,Role 2,2012-04-15 16:37:09,2012-04-15 18:53:23
122,gen-Case009,start,Role 2,2012-04-16 06:10:27,2012-04-16 08:34:20
123,gen-Case009,start,Role 3,2012-04-17 00:00:16,2012-04-17 02:33:42
124,gen-Case009,start,Role 7,2012-04-17 05:38:20,2012-04-17 08:18:29
125,gen-Case009,start,Role 7,2012-04-18 11:49:48,2012-04-18 14:00:57
126,gen-Case009,start,Role 2,2012-04-19 10:52:30,2012-04-19 13:13:38
127,gen-Case009,start,Role 3,2012-04-20 06:45:07,2012-04-20 09:21:04
128,gen-Case009,start,Role 9,2012-04-20 13:02:51,2012-04-20 15:39:21
129,gen-Case009,start,Role 5,2012-04-20 17:16:51,2012-04-20 19:24:56
130,gen-Case009,start,Role 6,2012-04-20 21:22:59,2012-04-20 23:10:58
131,gen-Case009,start,Role 1,2012-04-20 23:42:21,2012-04-21 01:23:43
132,gen-Case009,start,Role 3,2012-04-21 01:56:39,2012-04-21 04:35:24
133,gen-Case009,start,Role 3,2012-04-21 05:54:15,2012-04-21 08:18:56
134,gen-Case009,start,Role 6,2012-04-21 09:33:22,2012-04-21 12:14:53
135,gen-Case009,start,Role 6,2012-04-21 12:50:46,2012-04-21 15:40:21
136,gen-Case009,start,Role 3,2012-04-21 16:09:12,2012-04-21 18:59:14
137,gen-Case009,start,Role 3,2012-04-21 20:01:41,2012-04-21 22:40:38
138,gen-Case009,start,Role 3,2012-04-21 23:51:13,2012-04-22 02:27:28
139,gen-Case009,start,Role 3,2012-04-22 03:58:11,2012-04-22 06:39:32
140,gen-Case009,start,Role 3,2012-04-22 08:22:00,2012-04-22 10:55:04
141,gen-Case009,start,Role 1,2012-04-22 12:44:52,2012-04-22 15:06:03
142,gen-Case009,start,Role 1,2012-04-22 15:41:30,2012-04-22 18:19:52
143,gen-Case009,start,Role 3,2012-04-22 18:55:13,2012-04-22 21:30:35
144,gen-Case009,start,Role 3,2012-04-22 23:08:25,2012-04-23 01:25:32
145,gen-Case009,start,Role 3,2012-04-23 03:12:34,2012-04-23 05:35:19
146,gen-Case009,start,Role 3,2012-04-23 07:51:53,2012-04-23 10:13:21
147,gen-Case009,start,Role 1,2012-04-23 12:17:12,2012-04-23 14:36:44
148,gen-Case009,start,Role 3,2012-04-23 15:11:39,2012-04-23 17:49:06
149,gen-Case009,start,Role 1,2012-04-23 19:40:02,2012-04-23 21:55:42
150,gen-Case009,start,Role 3,2012-04-23 22:27:09,2012-04-24 01:08:18
151,gen-Case009,start,Role 1,2012-04-24 03:08:39,2012-04-24 05:26:19
152,gen-Case009,start,Role 6,2012-04-24 06:01:46,2012-04-24 08:45:42
153,gen-Case009,start,Role 6,2012-04-24 09:25:56,2012-04-24 11:52:42
154,gen-Case009,start,Role 3,2012-04-24 12:19:01,2012-04-24 15:08:12
155,gen-Case009,start,Role 6,2012-04-24 16:15:21,2012-04-24 18:56:09
156,gen-Case009,start,Role 6,2012-04-24 19:19:31,2012-04-24 22:22:37
157,gen-Case009,start,Role 6,2012-04-24 22:40:45,2012-04-25 02:23:54
158,gen-Case009,start,Role 3,2012-04-25 02:37:55,2012-04-25 06:22:38
159,gen-Case009,start,Role 3,2012-04-25 07:17:51,2012-04-25 10:18:35
160,gen-Case009,start,Role 3,2012-04-25 11:22:03,2012-04-25 14:14:26
161,gen-Case009,start,Role 1,2012-04-25 15:43:06,2012-04-25 18:27:10
162,gen-Case009,start,Role 3,2012-04-25 18:59:08,2012-04-25 21:56:41
163,gen-Case009,start,Role 1,2012-04-25 23:43:22,2012-04-26 02:02:36
164,gen-Case009,start,Role 1,2012-04-26 02:33:30,2012-04-26 05:17:15
165,gen-Case009,start,Role 6,2012-04-26 05:54:43,2012-04-26 08:33:40
166,gen-Case009,start,Role 1,2012-04-26 09:13:27,2012-04-26 11:42:51
167,gen-Case009,start,Role 1,2012-04-26 12:11:07,2012-04-26 15:10:29
168,gen-Case009,start,Role 3,2012-04-26 15:45:14,2012-04-26 18:33:23
169,gen-Case009,start,Role 7,2012-04-26 20:12:45,2012-04-26 22:38:23
170,gen-Case009,start,Role 7,2012-04-27 12:44:54,2012-04-27 14:56:57
171,gen-Case009,start,Role 3,2012-04-28 10:42:31,2012-04-28 13:04:31
172,gen-Case009,start,Role 1,2012-04-28 16:11:36,2012-04-28 18:58:40
173,gen-Case009,start,Role 7,2012-04-28 19:58:03,2012-04-28 22:27:26
0,gen-Case011,Turning Q.C.,Role 1,2012-03-13 00:00:00,2012-03-13 04:39:01
1,gen-Case011,Packing,Role 1,2012-03-13 08:22:32,2012-03-13 11:22:42
2,gen-Case011,Turning Q.C.,end,2012-03-13 12:50:30,2012-03-13 14:20:02
3,gen-Case011,Turning & Milling Q.C.,Role 3,2012-03-13 18:19:14,2012-03-13 19:31:25
4,gen-Case011,Lapping,end,2012-03-13 20:47:42,2012-03-13 22:08:15
5,gen-Case011,start,Role 3,2012-03-14 01:20:42,2012-03-14 02:47:28
6,gen-Case011,start,Role 7,2012-03-14 03:57:35,2012-03-14 05:41:05
7,gen-Case011,start,end,2012-03-14 14:07:12,2012-03-14 15:56:42
8,gen-Case011,start,Role 1,2012-03-14 19:06:56,2012-03-14 22:10:46
9,gen-Case011,start,Role 2,2012-03-14 23:03:20,2012-03-15 01:22:50
10,gen-Case011,start,Role 2,2012-03-15 13:53:13,2012-03-15 15:52:48
11,gen-Case011,start,Role 3,2012-03-16 01:36:27,2012-03-16 03:57:19
12,gen-Case011,start,Role 2,2012-03-16 07:03:56,2012-03-16 09:53:05
13,gen-Case011,start,Role 3,2012-03-17 02:54:46,2012-03-17 05:10:44
14,gen-Case011,start,Role 2,2012-03-17 07:14:14,2012-03-17 09:48:07
15,gen-Case011,start,Role 2,2012-03-18 00:14:57,2012-03-18 02:30:53
16,gen-Case011,start,Role 5,2012-03-18 13:59:05,2012-03-18 16:26:57
17,gen-Case011,start,Role 2,2012-03-18 19:51:39,2012-03-18 22:17:52
18,gen-Case011,start,Role 7,2012-03-19 16:59:18,2012-03-19 18:45:55
19,gen-Case011,start,Role 5,2012-03-20 13:07:43,2012-03-20 15:09:23
20,gen-Case011,start,Role 3,2012-03-20 18:20:36,2012-03-20 20:49:27
21,gen-Case011,start,Role 3,2012-03-21 00:09:20,2012-03-21 02:06:22
22,gen-Case011,start,Role 5,2012-03-21 04:15:48,2012-03-21 06:08:46
23,gen-Case011,start,Role 3,2012-03-21 08:35:25,2012-03-21 10:26:49
24,gen-Case011,start,Role 1,2012-03-21 12:42:01,2012-03-21 14:36:51
25,gen-Case011,start,Role 1,2012-03-21 15:17:37,2012-03-21 17:34:22
26,gen-Case011,start,Role 1,2012-03-21 18:10:50,2012-03-21 20:44:13
27,gen-Case011,start,Role 1,2012-03-21 21:13:06,2012-03-22 00:05:46
28,gen-Case011,start,Role 1,2012-03-22 00:39:02,2012-03-22 03:19:33
29,gen-Case011,start,Role 6,2012-03-22 03:57:30,2012-03-22 06:40:59
30,gen-Case011,start,Role 1,2012-03-22 07:22:41,2012-03-22 09:54:26
31,gen-Case011,start,Role 3,2012-03-22 10:27:11,2012-03-22 13:29:45
32,gen-Case011,start,Role 1,2012-03-22 15:14:09,2012-03-22 17:38:23
33,gen-Case011,start,Role 6,2012-03-22 18:09:25,2012-03-22 21:05:49
34,gen-Case011,start,Role 3,2012-03-22 21:42:26,2012-03-23 00:27:10
35,gen-Case011,start,Role 7,2012-03-23 01:58:21,2012-03-23 04:29:47
36,gen-Case011,start,Role 7,2012-03-23 17:51:05,2012-03-23 20:00:33
37,gen-Case011,start,Role 7,2012-03-24 13:43:15,2012-03-24 16:12:14
38,gen-Case011,start,Role 7,2012-03-25 17:20:16,2012-03-25 19:59:09
39,gen-Case011,start,Role 7,2012-03-27 02:25:17,2012-03-27 04:53:51
40,gen-Case011,start,Role 2,2012-03-28 13:17:50,2012-03-28 15:42:18
41,gen-Case011,start,Role 2,2012-03-29 10:55:44,2012-03-29 13:24:43
42,gen-Case011,start,Role 6,2012-03-30 09:07:57,2012-03-30 11:34:22
43,gen-Case011,start,Role 7,2012-03-30 12:42:34,2012-03-30 15:13:28
44,gen-Case011,start,Role 2,2012-03-31 13:38:24,2012-03-31 15:49:36
45,gen-Case011,start,Role 3,2012-04-01 00:39:16,2012-04-01 03:08:50
46,gen-Case011,start,Role 2,2012-04-01 06:10:15,2012-04-01 08:58:31
47,gen-Case011,start,Role 2,2012-04-02 00:44:30,2012-04-02 03:10:33
48,gen-Case011,start,Role 2,2012-04-02 14:18:33,2012-04-02 16:43:19
49,gen-Case011,start,Role 2,2012-04-03 08:16:10,2012-04-03 10:49:38
50,gen-Case011,start,Role 3,2012-04-04 03:01:29,2012-04-04 05:36:37
51,gen-Case011,start,end,2012-04-04 08:35:04,2012-04-04 11:13:54
52,gen-Case011,start,end,2012-04-04 15:34:33,2012-04-04 18:18:24
53,gen-Case011,start,Role 10,2012-04-04 22:28:25,2012-04-05 01:09:39
54,gen-Case011,start,Role 3,2012-04-05 02:54:34,2012-04-05 05:07:50
55,gen-Case011,start,Role 4,2012-04-05 07:23:49,2012-04-05 09:47:37
56,gen-Case011,start,Role 4,2012-04-05 11:59:41,2012-04-05 15:02:51
57,gen-Case011,start,Role 7,2012-04-05 17:43:13,2012-04-05 20:48:39
58,gen-Case011,start,Role 7,2012-04-06 17:18:39,2012-04-06 19:25:53
59,gen-Case011,start,Role 2,2012-04-07 16:07:16,2012-04-07 18:29:23
60,gen-Case011,start,Role 2,2012-04-08 13:50:53,2012-04-08 16:29:58
61,gen-Case011,start,Role 2,2012-04-09 12:45:44,2012-04-09 15:21:18
62,gen-Case011,start,Role 2,2012-04-10 07:43:24,2012-04-10 10:11:36
63,gen-Case011,start,end,2012-04-11 02:44:56,2012-04-11 05:13:19
64,gen-Case011,start,Role 4,2012-04-11 10:14:58,2012-04-11 13:20:23
65,gen-Case011,start,Role 9,2012-04-11 17:21:24,2012-04-11 20:08:32
66,gen-Case011,start,Role 3,2012-04-11 22:26:58,2012-04-12 00:29:52
67,gen-Case011,start,end,2012-04-12 02:53:56,2012-04-12 05:13:44
68,gen-Case011,start,end,2012-04-12 08:44:50,2012-04-12 11:41:59
69,gen-Case011,start,Role 9,2012-04-12 16:00:02,2012-04-12 18:54:55
70,gen-Case011,start,Role 4,2012-04-12 20:52:02,2012-04-12 23:06:47
71,gen-Case011,start,Role 5,2012-04-13 01:42:21,2012-04-13 04:37:22
72,gen-Case011,start,Role 9,2012-04-13 08:11:22,2012-04-13 10:25:21
73,gen-Case011,start,Role 3,2012-04-13 12:00:00,2012-04-13 13:47:59
74,gen-Case011,start,Role 7,2012-04-13 15:37:33,2012-04-13 17:52:47
75,gen-Case011,start,Role 3,2012-04-14 07:32:29,2012-04-14 09:38:27
76,gen-Case011,start,Role 1,2012-04-14 11:19:02,2012-04-14 14:22:48
77,gen-Case011,start,Role 7,2012-04-14 15:16:55,2012-04-14 18:00:41
78,gen-Case011,start,Role 1,2012-04-15 11:48:00,2012-04-15 13:47:05
79,gen-Case011,start,Role 1,2012-04-15 14:18:48,2012-04-15 17:10:57
80,gen-Case011,start,Role 1,2012-04-15 18:11:54,2012-04-15 20:45:33
81,gen-Case011,start,Role 1,2012-04-15 21:27:22,2012-04-16 00:00:28
82,gen-Case011,start,Role 1,2012-04-16 00:36:04,2012-04-16 03:07:04
83,gen-Case011,start,Role 1,2012-04-16 03:49:18,2012-04-16 06:30:27
84,gen-Case011,start,Role 3,2012-04-16 07:08:12,2012-04-16 09:52:16
85,gen-Case011,start,Role 3,2012-04-16 11:55:34,2012-04-16 14:15:18
86,gen-Case011,start,Role 2,2012-04-16 16:15:39,2012-04-16 18:38:57
87,gen-Case011,start,Role 6,2012-04-17 05:54:45,2012-04-17 08:06:22
88,gen-Case011,start,Role 1,2012-04-17 08:48:15,2012-04-17 11:42:27
89,gen-Case011,start,Role 6,2012-04-17 12:24:49,2012-04-17 15:17:51
90,gen-Case011,start,Role 1,2012-04-17 15:46:18,2012-04-17 18:16:28
