,caseid,task,user,end_timestamp,start_timestamp,role,ac_index,rl_index
649,Case140,Packing,ID4820,2012-03-30 09:00:00,2012-03-30 08:00:00,Role 5,12,10
650,Case140,Final Inspection Q.C.,ID4493,2012-03-30 17:03:00,2012-03-30 15:12:00,Role 3,3,8
651,Case141,Turning & Milling,ID4429,2012-03-26 09:15:00,2012-03-26 08:00:00,Role 1,21,1
652,Case142,Turning & Milling Q.C.,ID4287,2012-03-22 23:06:00,2012-03-22 21:00:00,Role 3,22,8
653,Case142,Turning & Milling Q.C.,ID4287,2012-03-26 19:10:00,2012-03-26 18:00:00,Role 3,22,8
654,Case144,Packing,ID4491,2012-03-30 09:00:00,2012-03-30 08:00:00,Role 5,12,10
655,Case144,Final Inspection Q.C.,ID4493,2012-03-30 17:57:00,2012-03-30 16:56:00,Role 3,3,8
656,Case145,Turning,ID4219,2012-02-17 07:42:00,2012-02-17 04:04:00,Role 1,20,1
657,Case145,Turning,ID0997,2012-02-17 19:41:00,2012-02-17 14:09:00,Role 1,20,1
658,Case145,Turning,ID4219,2012-02-19 14:17:00,2012-02-19 13:50:00,Role 1,20,1
659,Case145,Turning,ID4219,2012-02-19 17:17:00,2012-02-19 16:39:00,Role 1,20,1
660,Case145,Turning Q.C.,ID4618,2012-02-19 22:55:00,2012-02-19 22:54:00,Role 3,23,8
661,Case145,Flat Grinding,ID0998,2012-02-21 00:39:00,2012-02-20 18:21:00,Role 7,5,12
662,Case145,Lapping,ID0998,2012-03-01 21:43:00,2012-03-01 20:58:00,Role 7,7,12
663,Case145,Final Inspection Q.C.,ID4618,2012-03-04 16:45:00,2012-03-04 16:25:00,Role 3,3,8
664,Case145,Turning Q.C.,ID4618,2012-03-08 22:54:00,2012-03-08 19:27:00,Role 3,23,8
665,Case145,Lapping,ID0998,2012-03-09 20:35:00,2012-03-09 19:20:00,Role 7,7,12
666,Case145,Laser Marking,ID0998,2012-03-09 19:54:00,2012-03-09 19:21:00,Role 7,8,12
667,Case145,Packing,ID4820,2012-03-11 08:00:00,2012-03-11 07:00:00,Role 5,12,10
668,Case145,Final Inspection Q.C.,ID4618,2012-03-11 15:08:00,2012-03-11 15:00:00,Role 3,3,8
669,Case146,Packing,ID4820,2012-02-19 08:00:00,2012-02-19 07:00:00,Role 5,12,10
670,Case146,Final Inspection Q.C.,ID4287,2012-02-19 15:40:00,2012-02-19 14:00:00,Role 3,3,8
671,Case147,Turning,ID4219,2012-03-12 06:12:00,2012-03-12 01:36:00,Role 1,20,1
672,Case147,Turning,ID0997,2012-03-12 18:00:00,2012-03-12 14:00:00,Role 1,20,1
673,Case147,Turning,ID0997,2012-03-12 22:54:00,2012-03-12 18:00:00,Role 1,20,1
674,Case147,Turning,ID4219,2012-03-13 09:04:00,2012-03-13 02:25:00,Role 1,20,1
675,Case147,Packing,ID4820,2012-03-13 08:00:00,2012-03-13 07:00:00,Role 5,12,10
676,Case147,Turning Q.C.,ID4287,2012-03-13 15:00:00,2012-03-13 14:00:00,Role 3,23,8
677,Case147,Final Inspection Q.C.,ID4287,2012-03-13 21:03:00,2012-03-13 20:20:00,Role 3,3,8
678,Case148,Rework Milling,ID3641,2012-01-11 18:30:00,2012-01-11 17:00:00,Role 10,13,2
679,Case148,Final Inspection Q.C.,ID4287,2012-02-26 08:15:00,2012-02-26 07:00:00,Role 3,3,8
680,Case148,Milling Q.C.,ID4287,2012-02-26 08:15:00,2012-02-26 07:00:00,Role 3,10,8
681,Case148,Packing,ID4291,2012-02-26 08:00:00,2012-02-26 07:00:00,Role 5,12,10
682,Case148,Milling,ID4287,2012-02-26 21:53:00,2012-02-26 20:38:00,Role 3,9,8
683,Case148,Final Inspection Q.C.,ID4287,2012-02-26 21:00:00,2012-02-26 20:39:00,Role 3,3,8
684,Case150,Flat Grinding,ID4618,2012-02-02 08:15:00,2012-02-02 07:00:00,Role 3,5,8
685,Case150,Laser Marking,ID4618,2012-02-02 08:15:00,2012-02-02 07:00:00,Role 3,8,8
686,Case150,Round Grinding,ID4618,2012-02-02 08:15:00,2012-02-02 07:00:00,Role 3,15,8
687,Case150,Final Inspection Q.C.,ID4618,2012-02-02 16:47:00,2012-02-02 16:46:00,Role 3,3,8
688,Case153,Round Grinding,ID4528,2012-01-03 02:50:00,2012-01-03 02:00:00,Role 2,15,7
689,Case153,Round Grinding,ID4528,2012-01-03 03:45:00,2012-01-03 02:50:00,Role 2,15,7
690,Case153,Final Inspection Q.C.,ID4287,2012-01-05 00:47:00,2012-01-05 00:10:00,Role 3,3,8
691,Case153,Final Inspection Q.C.,ID4287,2012-01-05 15:40:00,2012-01-05 15:05:00,Role 3,3,8
692,Case153,Packing,ID4820,2012-01-06 08:00:00,2012-01-06 07:00:00,Role 5,12,10
693,Case154,Round Grinding,ID4493,2012-01-04 08:15:00,2012-01-04 07:00:00,Role 3,15,8
694,Case154,Flat Grinding,ID3716,2012-01-06 18:30:00,2012-01-06 14:00:00,Role 11,5,3
695,Case154,Final Inspection Q.C.,ID4493,2012-01-08 17:11:00,2012-01-08 14:00:00,Role 3,3,8
696,Case154,Packing,ID4820,2012-01-11 08:00:00,2012-01-11 07:00:00,Role 5,12,10
697,Case155,Turning,ID0997,2012-01-06 18:56:00,2012-01-06 14:11:00,Role 1,20,1
698,Case155,Turning & Milling,ID0997,2012-01-06 19:38:00,2012-01-06 18:56:00,Role 1,21,1
699,Case155,Turning & Milling,ID0997,2012-01-06 20:53:00,2012-01-06 19:38:00,Role 1,21,1
700,Case155,Turning & Milling,ID0997,2012-01-08 22:39:00,2012-01-08 16:08:00,Role 1,21,1
701,Case155,Turning & Milling Q.C.,ID4618,2012-01-08 18:59:00,2012-01-08 18:36:00,Role 3,22,8
702,Case155,Turning & Milling Q.C.,ID4618,2012-01-09 00:00:00,2012-01-08 22:45:00,Role 3,22,8
703,Case155,Laser Marking,ID4882,2012-01-10 15:12:00,2012-01-10 14:51:00,Role 7,8,12
704,Case155,Laser Marking,ID0998,2012-01-10 16:10:00,2012-01-10 15:25:00,Role 7,8,12
705,Case155,Lapping,ID4882,2012-01-10 17:33:00,2012-01-10 16:15:00,Role 7,7,12
706,Case155,Final Inspection Q.C.,ID4618,2012-01-10 22:14:00,2012-01-10 20:36:00,Role 3,3,8
707,Case155,Final Inspection Q.C.,ID4618,2012-01-11 20:19:00,2012-01-11 19:04:00,Role 3,3,8
708,Case155,Packing,ID4820,2012-01-13 08:00:00,2012-01-13 07:00:00,Role 5,12,10
709,Case156,Turning & Milling,ID4641,2012-02-21 06:50:00,2012-02-21 03:00:00,Role 1,21,1
710,Case156,Turning & Milling,ID4641,2012-02-21 13:50:00,2012-02-21 06:50:00,Role 1,21,1
711,Case156,Turning & Milling,ID4641,2012-02-22 10:56:00,2012-02-22 04:33:00,Role 1,21,1
712,Case156,Turning & Milling,ID4641,2012-02-22 13:34:00,2012-02-22 10:57:00,Role 1,21,1
713,Case156,Turning & Milling,ID4641,2012-02-23 13:41:00,2012-02-23 04:12:00,Role 1,21,1
714,Case156,Turning & Milling Q.C.,ID4618,2012-02-23 16:08:00,2012-02-23 14:50:00,Role 3,22,8
715,Case156,Final Inspection Q.C.,ID4618,2012-02-27 14:24:00,2012-02-27 14:09:00,Role 3,3,8
716,Case156,Turning & Milling Q.C.,ID4618,2012-02-27 14:26:00,2012-02-27 14:25:00,Role 3,22,8
717,Case156,Laser Marking,ID4445,2012-02-29 22:42:00,2012-02-29 22:23:00,Role 2,8,7
718,Case156,Lapping,ID0420,2012-03-01 09:34:00,2012-03-01 08:16:00,Role 2,7,7
719,Case156,Final Inspection Q.C.,ID4618,2012-03-06 21:51:00,2012-03-06 20:35:00,Role 3,3,8
720,Case156,Final Inspection Q.C.,ID4618,2012-03-06 23:25:00,2012-03-06 23:24:00,Role 3,3,8
721,Case156,Turning & Milling,ID4618,2012-03-06 23:30:00,2012-03-06 23:26:00,Role 3,21,8
722,Case156,Packing,ID4820,2012-03-07 08:00:00,2012-03-07 07:00:00,Role 5,12,10
723,Case157,Lapping,ID0937,2012-02-21 08:15:00,2012-02-21 07:00:00,Role 9,7,14
724,Case163,Packing,ID4491,2012-01-09 08:00:00,2012-01-09 07:00:00,Role 5,12,10
725,Case163,Final Inspection Q.C.,ID4287,2012-01-09 16:46:00,2012-01-09 15:00:00,Role 3,3,8
726,Case163,Turning Q.C.,ID4287,2012-01-09 18:38:00,2012-01-09 17:01:00,Role 3,23,8
727,Case163,Turning Q.C.,ID4287,2012-01-10 19:11:00,2012-01-10 17:11:00,Role 3,23,8
728,Case163,Turning,ID3846,2012-01-22 14:15:00,2012-01-22 14:14:00,Role 1,20,1
729,Case163,Final Inspection Q.C.,ID4287,2012-01-24 08:15:00,2012-01-24 07:00:00,Role 3,3,8
730,Case163,Final Inspection Q.C.,ID4287,2012-01-24 08:15:00,2012-01-24 07:00:00,Role 3,3,8
731,Case163,Packing,ID4491,2012-01-24 08:00:00,2012-01-24 07:00:00,Role 5,12,10
732,Case163,Final Inspection Q.C.,ID4287,2012-01-24 21:45:00,2012-01-24 20:30:00,Role 3,3,8
733,Case163,Final Inspection Q.C.,ID4287,2012-01-24 23:00:00,2012-01-24 22:30:00,Role 3,3,8
734,Case163,Packing,ID4820,2012-03-01 08:00:00,2012-03-01 07:00:00,Role 5,12,10
735,Case163,Final Inspection Q.C.,ID4287,2012-03-01 16:30:00,2012-03-01 16:00:00,Role 3,3,8
736,Case163,Final Inspection Q.C.,ID4287,2012-03-22 22:04:00,2012-03-22 21:30:00,Role 3,3,8
737,Case17,Turning,ID4219,2012-02-27 03:43:00,2012-02-26 23:49:00,Role 1,20,1
738,Case17,Turning,ID4219,2012-02-27 05:16:00,2012-02-27 04:20:00,Role 1,20,1
739,Case17,Turning,ID4219,2012-02-27 06:07:00,2012-02-27 05:16:00,Role 1,20,1
740,Case17,Turning,ID4219,2012-02-27 07:29:00,2012-02-27 06:07:00,Role 1,20,1
741,Case17,Turning,ID4219,2012-02-27 07:42:00,2012-02-27 07:28:00,Role 1,20,1
742,Case17,Turning,ID4799,2012-02-27 13:58:00,2012-02-27 07:30:00,Role 6,20,11
743,Case17,Turning,ID4622,2012-02-27 22:45:00,2012-02-27 13:58:00,Role 6,20,11
744,Case17,Turning,ID4219,2012-02-27 23:36:00,2012-02-27 23:14:00,Role 1,20,1
745,Case17,Turning,ID4799,2012-02-28 13:58:00,2012-02-28 03:07:00,Role 6,20,11
746,Case17,Turning,ID4622,2012-02-28 22:42:00,2012-02-28 14:05:00,Role 6,20,11
747,Case17,Turning,ID4219,2012-02-29 02:22:00,2012-02-28 23:32:00,Role 1,20,1
748,Case17,Turning,ID4799,2012-02-29 13:40:00,2012-02-29 03:00:00,Role 6,20,11
749,Case17,Turning,ID4622,2012-02-29 22:40:00,2012-02-29 14:20:00,Role 6,20,11
750,Case17,Turning Q.C.,ID4287,2012-02-29 15:40:00,2012-02-29 15:00:00,Role 3,23,8
751,Case17,Turning Q.C.,ID4287,2012-02-29 20:35:00,2012-02-29 20:20:00,Role 3,23,8
752,Case17,Laser Marking,ID4445,2012-02-29 22:02:00,2012-02-29 20:39:00,Role 2,8,7
753,Case17,Turning Q.C.,ID4287,2012-03-01 01:00:00,2012-02-29 23:07:00,Role 3,23,8
754,Case17,Turning,ID4219,2012-03-01 04:25:00,2012-03-01 01:00:00,Role 1,20,1
755,Case17,Turning,ID4219,2012-03-01 05:27:00,2012-03-01 04:25:00,Role 1,20,1
756,Case17,Turning,ID4799,2012-03-01 08:10:00,2012-03-01 04:28:00,Role 6,20,11
757,Case17,Turning,ID4219,2012-03-01 08:24:00,2012-03-01 07:12:00,Role 1,20,1
758,Case17,Turning Q.C.,ID4287,2012-03-01 23:01:00,2012-03-01 22:04:00,Role 3,23,8
759,Case17,Turning,ID4219,2012-03-02 08:59:00,2012-03-02 08:24:00,Role 1,20,1
760,Case17,Turning,ID4799,2012-03-02 14:00:00,2012-03-02 08:25:00,Role 6,20,11
761,Case17,Turning,ID4799,2012-03-05 23:37:00,2012-03-05 16:31:00,Role 6,20,11
762,Case17,Turning Q.C.,ID4287,2012-03-07 15:40:00,2012-03-07 14:30:00,Role 3,23,8
763,Case17,Turning Q.C.,ID4287,2012-03-08 18:03:00,2012-03-08 16:02:00,Role 3,23,8
764,Case17,Turning,ID4799,2012-03-09 01:05:00,2012-03-08 22:48:00,Role 6,20,11
765,Case17,Turning,ID4799,2012-03-11 13:08:00,2012-03-11 05:07:00,Role 6,20,11
766,Case17,Packing,ID4820,2012-03-22 08:00:00,2012-03-22 07:00:00,Role 5,12,10
767,Case17,Final Inspection Q.C.,ID4287,2012-03-22 21:30:00,2012-03-22 20:30:00,Role 3,3,8
768,Case17,Turning,ID4219,2012-03-26 04:53:00,2012-03-26 00:57:00,Role 1,20,1
769,Case17,Turning,ID4219,2012-03-26 07:13:00,2012-03-26 04:53:00,Role 1,20,1
770,Case17,Turning,ID4219,2012-03-26 10:20:00,2012-03-26 07:14:00,Role 1,20,1
771,Case17,Turning,ID4799,2012-03-27 14:55:00,2012-03-27 04:00:00,Role 6,20,11
772,Case17,Turning,ID4622,2012-03-28 01:26:00,2012-03-27 15:39:00,Role 6,20,11
773,Case17,Turning,ID4799,2012-03-28 14:55:00,2012-03-28 07:07:00,Role 6,20,11
774,Case17,Turning,ID4622,2012-03-28 23:53:00,2012-03-28 20:37:00,Role 6,20,11
775,Case17,Turning,ID4799,2012-03-29 13:34:00,2012-03-29 05:43:00,Role 6,20,11
776,Case17,Turning,ID4622,2012-03-29 23:33:00,2012-03-29 15:11:00,Role 6,20,11
777,Case174,Turning & Milling,ID4529,2012-03-19 09:14:00,2012-03-19 04:42:00,Role 1,21,1
778,Case174,Turning & Milling,ID4794,2012-03-19 19:12:00,2012-03-19 14:20:00,Role 1,21,1
779,Case174,Turning & Milling Q.C.,ID4287,2012-03-19 19:37:00,2012-03-19 18:30:00,Role 3,22,8
780,Case174,Turning & Milling,ID4794,2012-03-19 23:01:00,2012-03-19 19:12:00,Role 1,21,1
781,Case174,Turning & Milling,ID4718,2012-03-20 00:49:00,2012-03-19 23:40:00,Role 1,21,1
782,Case174,Turning & Milling,ID0997,2012-03-20 06:28:00,2012-03-20 02:57:00,Role 1,21,1
783,Case174,Turning & Milling,ID4529,2012-03-20 13:40:00,2012-03-20 10:03:00,Role 1,21,1
784,Case174,Turning & Milling,ID4794,2012-03-20 20:29:00,2012-03-20 14:25:00,Role 1,21,1
785,Case174,Turning & Milling Q.C.,ID4287,2012-03-20 23:00:00,2012-03-20 21:37:00,Role 3,22,8
786,Case174,Turning & Milling Q.C.,ID4287,2012-03-21 14:16:00,2012-03-21 13:45:00,Role 3,22,8
787,Case174,Laser Marking,ID0998,2012-03-29 17:20:00,2012-03-29 16:26:00,Role 7,8,12
788,Case174,Lapping,ID0998,2012-03-29 18:48:00,2012-03-29 17:20:00,Role 7,7,12
789,Case174,Lapping,ID4872,2012-03-29 18:58:00,2012-03-29 18:00:00,Role 2,7,7
790,Case174,Lapping,ID0998,2012-03-29 20:51:00,2012-03-29 18:49:00,Role 7,7,12
791,Case174,Round Grinding,ID4872,2012-03-29 20:13:00,2012-03-29 18:58:00,Role 2,15,7
792,Case174,Round Grinding,ID4872,2012-03-29 22:35:00,2012-03-29 18:59:00,Role 2,15,7
793,Case174,Round Grinding,ID4872,2012-03-29 23:46:00,2012-03-29 22:36:00,Role 2,15,7
794,Case174,Lapping,ID4528,2012-03-30 05:36:00,2012-03-30 01:53:00,Role 2,7,7
795,Case174,Packing,ID4491,2012-03-30 09:00:00,2012-03-30 08:00:00,Role 5,12,10
796,Case174,Final Inspection Q.C.,ID4287,2012-03-30 18:17:00,2012-03-30 16:40:00,Role 3,3,8
797,Case175,Round Grinding,ID4287,2012-01-31 14:30:00,2012-01-31 14:00:00,Role 3,15,8
798,Case175,Round Grinding,ID4287,2012-01-31 14:30:00,2012-01-31 14:03:00,Role 3,15,8
799,Case177,Lapping,ID0998,2012-01-04 17:25:00,2012-01-04 15:20:00,Role 7,7,12
800,Case177,Round Grinding,ID4385,2012-01-08 22:08:00,2012-01-08 20:21:00,Role 2,15,7
801,Case177,Round Grinding,ID4385,2012-01-08 22:57:00,2012-01-08 22:09:00,Role 2,15,7
802,Case177,Round Grinding,ID4355,2012-01-09 05:13:00,2012-01-08 22:59:00,Role 2,15,7
803,Case177,Final Inspection Q.C.,ID4163,2012-01-17 15:40:00,2012-01-17 14:00:00,Role 3,3,8
804,Case177,Final Inspection Q.C.,ID4163,2012-01-17 19:50:00,2012-01-17 16:00:00,Role 3,3,8
805,Case177,Final Inspection Q.C.,ID4163,2012-01-18 15:00:00,2012-01-18 14:00:00,Role 3,3,8
806,Case177,Final Inspection Q.C.,ID4163,2012-01-18 15:40:00,2012-01-18 15:00:00,Role 3,3,8
807,Case177,Grinding Rework,ID4872,2012-02-12 21:55:00,2012-02-12 20:42:00,Role 2,6,7
808,Case177,Packing,ID4820,2012-02-13 08:00:00,2012-02-13 07:00:00,Role 5,12,10
809,Case177,Final Inspection Q.C.,ID4163,2012-02-13 17:15:00,2012-02-13 16:15:00,Role 3,3,8
810,Case177,Lapping,ID4163,2012-03-30 09:15:00,2012-03-30 08:00:00,Role 3,7,8
811,Case178,Round Grinding,ID4445,2012-01-02 11:50:00,2012-01-02 07:00:00,Role 2,15,7
812,Case178,Round Grinding,ID4355,2012-01-02 18:00:00,2012-01-02 17:00:00,Role 2,15,7
813,Case178,Grinding Rework,ID4872,2012-01-12 06:47:00,2012-01-12 05:51:00,Role 2,6,7
814,Case178,Grinding Rework,ID4872,2012-01-15 20:30:00,2012-01-15 15:08:00,Role 2,6,7
815,Case178,Lapping,ID4882,2012-01-15 22:12:00,2012-01-15 17:13:00,Role 7,7,12
816,Case178,Lapping,ID0998,2012-01-16 00:27:00,2012-01-15 17:20:00,Role 7,7,12
817,Case178,Grinding Rework,ID4872,2012-01-16 17:47:00,2012-01-16 13:57:00,Role 2,6,7
818,Case178,Grinding Rework,ID4355,2012-01-16 22:43:00,2012-01-16 17:14:00,Role 2,6,7
819,Case178,Grinding Rework,ID4385,2012-01-17 06:40:00,2012-01-16 23:33:00,Role 2,6,7
820,Case178,Fix,ID4528,2012-01-17 13:37:00,2012-01-17 06:52:00,Role 2,4,7
821,Case178,Grinding Rework,ID4355,2012-01-17 23:03:00,2012-01-17 13:53:00,Role 2,6,7
822,Case178,Grinding Rework,ID4355,2012-01-19 17:52:00,2012-01-19 13:51:00,Role 2,6,7
823,Case178,Grinding Rework,ID4872,2012-01-20 19:54:00,2012-01-20 16:11:00,Role 2,6,7
824,Case178,Grinding Rework,ID4872,2012-01-23 23:18:00,2012-01-23 23:09:00,Role 2,6,7
825,Case178,Grinding Rework,ID4872,2012-01-25 01:07:00,2012-01-24 23:06:00,Role 2,6,7
826,Case178,Grinding Rework,ID4872,2012-01-26 04:27:00,2012-01-25 23:10:00,Role 2,6,7
827,Case178,Grinding Rework,ID4872,2012-01-29 16:29:00,2012-01-29 15:21:00,Role 2,6,7
828,Case178,Grinding Rework,ID4872,2012-01-30 14:30:00,2012-01-30 14:12:00,Role 2,6,7
829,Case178,Grinding Rework,ID4528,2012-02-09 17:49:00,2012-02-09 17:02:00,Role 2,6,7
830,Case178,Grinding Rework,ID4872,2012-02-16 23:10:00,2012-02-16 18:11:00,Role 2,6,7
831,Case178,Grinding Rework,ID4528,2012-03-08 01:00:00,2012-03-07 22:20:00,Role 2,6,7
832,Case178,Grinding Rework,ID4872,2012-03-08 06:35:00,2012-03-08 02:30:00,Role 2,6,7
833,Case178,Grinding Rework,ID4528,2012-03-08 22:55:00,2012-03-08 14:07:00,Role 2,6,7
834,Case178,Grinding Rework,ID4872,2012-03-09 05:46:00,2012-03-08 22:58:00,Role 2,6,7
835,Case178,Grinding Rework,ID4528,2012-03-09 19:20:00,2012-03-09 14:10:00,Role 2,6,7
836,Case178,Grinding Rework,ID4872,2012-03-11 22:41:00,2012-03-11 15:02:00,Role 2,6,7
837,Case178,Grinding Rework,ID4528,2012-03-12 02:25:00,2012-03-11 23:08:00,Role 2,6,7
838,Case178,Grinding Rework,ID4872,2012-03-12 16:04:00,2012-03-12 14:21:00,Role 2,6,7
839,Case178,Grinding Rework,ID4872,2012-03-12 22:53:00,2012-03-12 19:39:00,Role 2,6,7
840,Case178,Turning & Milling Q.C.,ID4493,2012-03-12 23:45:00,2012-03-12 23:37:00,Role 3,22,8
841,Case178,Lapping,ID0937,2012-03-14 08:15:00,2012-03-14 07:00:00,Role 9,7,14
842,Case178,Laser Marking,ID0937,2012-03-14 08:15:00,2012-03-14 07:00:00,Role 9,8,14
843,Case178,Round Grinding,ID0937,2012-03-14 08:15:00,2012-03-14 07:00:00,Role 9,15,14
844,Case178,Round Grinding,ID0937,2012-03-14 08:15:00,2012-03-14 07:00:00,Role 9,15,14
845,Case179,Grinding Rework,ID4872,2012-01-12 05:51:00,2012-01-12 01:59:00,Role 2,6,7
846,Case179,Final Inspection Q.C.,ID4163,2012-01-13 17:00:00,2012-01-13 16:00:00,Role 3,3,8
847,Case179,Packing,ID4820,2012-01-15 08:00:00,2012-01-15 07:00:00,Role 5,12,10
848,Case179,Grinding Rework,ID4528,2012-02-20 19:50:00,2012-02-20 17:45:00,Role 2,6,7
849,Case179,Final Inspection Q.C.,ID4163,2012-02-22 18:00:00,2012-02-22 16:00:00,Role 3,3,8
850,Case179,Packing,ID4820,2012-02-23 08:00:00,2012-02-23 07:00:00,Role 5,12,10
851,Case179,Final Inspection Q.C.,ID4163,2012-02-23 14:40:00,2012-02-23 14:00:00,Role 3,3,8
852,Case18,Turning & Milling,ID4932,2012-01-18 12:31:00,2012-01-18 10:51:00,Role 1,21,1
853,Case18,Turning & Milling,ID4932,2012-01-18 13:39:00,2012-01-18 12:32:00,Role 1,21,1
854,Case18,Turning & Milling,ID4429,2012-01-18 15:44:00,2012-01-18 14:01:00,Role 1,21,1
855,Case18,Turning & Milling,ID4932,2012-01-19 03:12:00,2012-01-19 02:56:00,Role 1,21,1
856,Case18,Turning & Milling,ID4932,2012-01-19 12:33:00,2012-01-19 03:12:00,Role 1,21,1
857,Case18,Turning & Milling,ID4932,2012-01-19 13:46:00,2012-01-19 09:31:00,Role 1,21,1
858,Case18,Turning & Milling,ID4429,2012-01-19 15:27:00,2012-01-19 14:22:00,Role 1,21,1
859,Case18,Turning & Milling,ID4167,2012-01-20 00:29:00,2012-01-19 14:58:00,Role 1,21,1
860,Case18,Turning & Milling,ID4429,2012-01-20 00:57:00,2012-01-19 22:42:00,Role 1,21,1
861,Case18,Turning & Milling,ID4932,2012-01-20 02:59:00,2012-01-20 02:58:00,Role 1,21,1
862,Case18,Turning & Milling,ID4932,2012-01-20 13:54:00,2012-01-20 02:58:00,Role 1,21,1
863,Case18,Turning & Milling,ID4932,2012-01-20 13:54:00,2012-01-20 02:59:00,Role 1,21,1
864,Case18,Turning & Milling,ID4167,2012-01-20 21:52:00,2012-01-20 16:22:00,Role 1,21,1
865,Case18,Turning & Milling,ID4529,2012-01-22 03:55:00,2012-01-21 19:53:00,Role 1,21,1
866,Case18,Turning & Milling,ID4529,2012-01-22 06:54:00,2012-01-21 19:54:00,Role 1,21,1
867,Case18,Turning & Milling,ID4932,2012-01-22 08:15:00,2012-01-22 07:00:00,Role 1,21,1
868,Case18,Turning & Milling,ID4641,2012-01-22 13:31:00,2012-01-22 07:02:00,Role 1,21,1
869,Case18,Turning & Milling,ID4641,2012-01-22 13:32:00,2012-01-22 07:15:00,Role 1,21,1
870,Case18,Turning & Milling Q.C.,ID4163,2012-01-22 15:40:00,2012-01-22 14:00:00,Role 3,22,8
871,Case18,Turning & Milling Q.C.,ID4163,2012-01-22 19:50:00,2012-01-22 16:00:00,Role 3,22,8
872,Case18,Turning & Milling,ID4932,2012-01-22 17:28:00,2012-01-22 16:08:00,Role 1,21,1
873,Case18,Turning & Milling,ID4932,2012-01-22 22:57:00,2012-01-22 16:28:00,Role 1,21,1
874,Case18,Turning & Milling,ID4429,2012-01-22 23:46:00,2012-01-22 18:46:00,Role 1,21,1
875,Case18,Turning & Milling Q.C.,ID4163,2012-01-22 21:40:00,2012-01-22 20:20:00,Role 3,22,8
876,Case18,Turning & Milling,ID4167,2012-01-23 02:53:00,2012-01-22 22:53:00,Role 1,21,1
877,Case18,Turning & Milling,ID4167,2012-01-23 02:57:00,2012-01-22 22:56:00,Role 1,21,1
878,Case18,Turning & Milling,ID4529,2012-01-23 13:20:00,2012-01-23 03:09:00,Role 1,21,1
879,Case18,Turning & Milling,ID4529,2012-01-23 13:22:00,2012-01-23 03:10:00,Role 1,21,1
880,Case18,Turning & Milling,ID4932,2012-01-23 23:06:00,2012-01-23 13:57:00,Role 1,21,1
881,Case18,Laser Marking,ID4882,2012-01-23 18:22:00,2012-01-23 17:06:00,Role 7,8,12
882,Case18,Turning & Milling Q.C.,ID4163,2012-01-23 22:30:00,2012-01-23 20:20:00,Role 3,22,8
883,Case18,Turning & Milling,ID4167,2012-01-24 03:13:00,2012-01-23 23:09:00,Role 1,21,1
884,Case18,Turning & Milling,ID4529,2012-01-24 13:28:00,2012-01-24 03:18:00,Role 1,21,1
885,Case18,Laser Marking,ID4882,2012-01-24 08:15:00,2012-01-24 07:00:00,Role 7,8,12
886,Case18,Laser Marking,ID4882,2012-01-24 08:15:00,2012-01-24 07:00:00,Role 7,8,12
887,Case18,Laser Marking,ID4882,2012-01-24 08:15:00,2012-01-24 07:00:00,Role 7,8,12
888,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 15:40:00,2012-01-24 14:00:00,Role 3,22,8
889,Case18,Turning & Milling,ID4932,2012-01-24 17:51:00,2012-01-24 14:00:00,Role 1,21,1
890,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 19:50:00,2012-01-24 16:00:00,Role 3,22,8
891,Case18,Turning & Milling,ID4932,2012-01-24 17:52:00,2012-01-24 17:51:00,Role 1,21,1
892,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 22:00:00,2012-01-24 20:20:00,Role 3,22,8
893,Case18,Turning & Milling,ID4932,2012-01-24 22:58:00,2012-01-24 21:25:00,Role 1,21,1
894,Case18,Turning & Milling,ID4167,2012-01-25 03:48:00,2012-01-24 21:48:00,Role 1,21,1
895,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 22:20:00,2012-01-24 22:00:00,Role 3,22,8
896,Case18,Turning & Milling,ID4529,2012-01-25 13:27:00,2012-01-25 06:54:00,Role 1,21,1
897,Case18,Turning & Milling,ID4932,2012-01-25 23:05:00,2012-01-25 14:03:00,Role 1,21,1
898,Case18,Laser Marking,ID0998,2012-01-25 21:50:00,2012-01-25 21:49:00,Role 7,8,12
899,Case18,Laser Marking,ID4882,2012-01-25 22:47:00,2012-01-25 22:21:00,Role 7,8,12
900,Case18,Turning & Milling,ID4167,2012-01-26 03:22:00,2012-01-25 23:00:00,Role 1,21,1
901,Case18,Turning & Milling,ID4529,2012-01-26 13:43:00,2012-01-26 03:24:00,Role 1,21,1
902,Case18,Turning & Milling,ID4932,2012-01-26 23:01:00,2012-01-26 13:44:00,Role 1,21,1
903,Case18,Turning & Milling Q.C.,ID4163,2012-01-26 19:50:00,2012-01-26 17:00:00,Role 3,22,8
904,Case18,Turning & Milling Q.C.,ID4163,2012-01-26 21:00:00,2012-01-26 20:20:00,Role 3,22,8
905,Case18,Turning & Milling,ID4167,2012-01-26 23:38:00,2012-01-26 22:38:00,Role 1,21,1
906,Case18,Turning & Milling,ID4167,2012-01-26 23:38:00,2012-01-26 23:37:00,Role 1,21,1
907,Case18,Turning & Milling,ID4167,2012-01-27 06:44:00,2012-01-26 23:39:00,Role 1,21,1
