caseid,task,user,start_timestamp,end_timestamp
gen-Case01,start,Role 3,2012-04-18 09:53:23+0000,2012-04-18 11:51:09+0000
gen-Case01,start,Role 1,2012-04-18 14:07:27+0000,2012-04-18 16:05:46+0000
gen-Case01,start,Role 1,2012-04-18 19:51:53+0000,2012-04-18 21:51:24+0000
gen-Case01,start,Role 1,2012-04-19 02:50:58+0000,2012-04-19 04:48:39+0000
gen-Case01,start,Role 1,2012-04-19 10:01:56+0000,2012-04-19 11:57:39+0000
gen-Case01,start,Role 3,2012-04-19 17:10:57+0000,2012-04-19 19:03:46+0000
gen-Case01,start,Role 1,2012-04-19 22:08:15+0000,2012-04-20 00:01:53+0000
gen-Case01,start,Role 3,2012-04-20 04:24:07+0000,2012-04-20 06:20:12+0000
gen-Case01,start,Role 1,2012-04-20 09:02:46+0000,2012-04-20 10:58:30+0000
gen-Case01,start,Role 1,2012-04-20 15:36:51+0000,2012-04-20 17:35:43+0000
gen-Case01,start,Role 1,2012-04-20 23:09:07+0000,2012-04-21 01:05:55+0000
gen-Case01,start,Role 1,2012-04-21 07:09:23+0000,2012-04-21 09:04:17+0000
gen-Case01,start,Role 1,2012-04-21 14:56:55+0000,2012-04-21 16:49:36+0000
gen-Case01,start,Role 3,2012-04-21 22:25:41+0000,2012-04-22 00:17:01+0000
gen-Case01,start,Role 3,2012-04-22 03:01:57+0000,2012-04-22 04:54:13+0000
gen-Case01,start,Role 1,2012-04-22 07:03:38+0000,2012-04-22 08:58:13+0000
gen-Case01,start,Role 1,2012-04-22 12:51:02+0000,2012-04-22 14:49:17+0000
gen-Case01,start,Role 1,2012-04-22 20:03:09+0000,2012-04-22 22:00:03+0000
gen-Case01,start,Role 3,2012-04-23 04:03:13+0000,2012-04-23 05:58:25+0000
gen-Case01,start,Role 1,2012-04-23 09:32:57+0000,2012-04-23 11:29:05+0000
gen-Case01,start,end,2012-04-23 16:27:13+0000,2012-04-23 18:25:11+0000
gen-Case01,start,Role 2,2012-04-24 01:55:28+0000,2012-04-24 04:14:39+0000
gen-Case01,start,Role 2,2012-04-24 10:02:59+0000,2012-04-24 12:13:22+0000
gen-Case01,start,Role 1,2012-04-24 17:03:32+0000,2012-04-24 19:22:10+0000
gen-Case01,start,Role 1,2012-04-25 00:25:45+0000,2012-04-25 02:41:13+0000
gen-Case01,start,Role 1,2012-04-25 08:03:04+0000,2012-04-25 10:14:46+0000
gen-Case01,start,Role 3,2012-04-25 15:00:07+0000,2012-04-25 17:08:21+0000
gen-Case01,start,Role 1,2012-04-25 18:07:20+0000,2012-04-25 20:16:56+0000
gen-Case01,start,Role 2,2012-04-25 22:57:55+0000,2012-04-26 01:05:11+0000
gen-Case01,start,Role 7,2012-04-26 02:12:27+0000,2012-04-26 04:21:48+0000
gen-Case01,start,Role 2,2012-04-26 05:39:33+0000,2012-04-26 07:55:23+0000
gen-Case01,start,Role 2,2012-04-26 08:57:09+0000,2012-04-26 11:20:57+0000
gen-Case01,start,end,2012-04-26 12:30:31+0000,2012-04-26 15:01:25+0000
gen-Case01,start,Role 3,2012-04-26 20:28:51+0000,2012-04-26 23:20:41+0000
gen-Case01,start,Role 3,2012-04-27 02:45:43+0000,2012-04-27 05:24:39+0000
gen-Case01,start,Role 1,2012-04-27 08:35:23+0000,2012-04-27 11:10:45+0000
gen-Case01,start,Role 1,2012-04-27 15:10:56+0000,2012-04-27 17:38:24+0000
gen-Case01,start,Role 1,2012-04-27 22:02:37+0000,2012-04-28 00:21:08+0000
gen-Case02,Turning & Milling,end,2012-03-13 05:23:18+0000,2012-03-13 08:10:32+0000
gen-Case02,Turning & Milling,Role 1,2012-03-13 17:37:01+0000,2012-03-13 20:09:05+0000
gen-Case02,Turning & Milling Q.C.,Role 1,2012-03-14 06:56:14+0000,2012-03-14 09:05:52+0000
gen-Case02,Lapping,Role 3,2012-03-14 17:57:24+0000,2012-03-14 19:42:58+0000
gen-Case02,start,Role 7,2012-03-15 10:35:40+0000,2012-03-15 12:08:10+0000
gen-Case02,start,Role 2,2012-03-16 02:16:12+0000,2012-03-16 04:04:36+0000
gen-Case02,start,Role 7,2012-03-16 15:58:42+0000,2012-03-16 18:00:31+0000
gen-Case02,start,Role 7,2012-03-17 01:49:25+0000,2012-03-17 04:04:29+0000
gen-Case02,start,Role 2,2012-03-17 08:23:10+0000,2012-03-17 10:47:35+0000
gen-Case02,start,Role 3,2012-03-17 12:04:28+0000,2012-03-17 14:37:28+0000
gen-Case02,start,Role 3,2012-03-17 14:37:28+0000,2012-03-17 17:12:17+0000
gen-Case02,start,Role 3,2012-03-17 17:12:17+0000,2012-03-17 19:45:31+0000
gen-Case02,start,Role 2,2012-03-17 19:45:31+0000,2012-03-17 22:14:34+0000
gen-Case02,start,Role 1,2012-03-17 22:14:34+0000,2012-03-18 00:44:31+0000
gen-Case02,start,Role 3,2012-03-18 01:02:44+0000,2012-03-18 03:27:48+0000
gen-Case02,start,Role 3,2012-03-18 03:27:48+0000,2012-03-18 05:52:24+0000
gen-Case02,start,Role 4,2012-03-18 06:34:24+0000,2012-03-18 08:56:29+0000
gen-Case02,start,Role 3,2012-03-18 12:15:26+0000,2012-03-18 14:15:16+0000
gen-Case02,start,Role 1,2012-03-18 14:45:02+0000,2012-03-18 16:43:49+0000
gen-Case02,start,Role 1,2012-03-18 18:55:50+0000,2012-03-18 20:58:45+0000
gen-Case02,start,Role 1,2012-03-19 00:08:18+0000,2012-03-19 02:09:21+0000
gen-Case02,start,Role 1,2012-03-19 05:54:58+0000,2012-03-19 07:54:19+0000
gen-Case02,start,Role 1,2012-03-19 12:00:28+0000,2012-03-19 13:57:59+0000
gen-Case02,start,Role 1,2012-03-19 18:16:29+0000,2012-03-19 20:12:15+0000
gen-Case02,start,Role 1,2012-03-20 00:38:45+0000,2012-03-20 02:33:00+0000
gen-Case02,start,Role 1,2012-03-20 07:04:54+0000,2012-03-20 08:58:34+0000
gen-Case02,start,Role 1,2012-03-20 13:40:21+0000,2012-03-20 15:33:31+0000
gen-Case02,start,end,2012-03-20 20:26:20+0000,2012-03-20 22:19:02+0000
gen-Case02,start,Role 1,2012-03-21 06:02:24+0000,2012-03-21 08:16:16+0000
gen-Case02,start,Role 3,2012-03-21 15:43:16+0000,2012-03-21 17:46:54+0000
gen-Case02,start,Role 1,2012-03-21 23:17:15+0000,2012-03-22 01:19:10+0000
gen-Case02,start,Role 3,2012-03-22 07:22:08+0000,2012-03-22 09:26:17+0000
gen-Case02,start,Role 2,2012-03-22 13:40:34+0000,2012-03-22 15:43:06+0000
gen-Case02,start,Role 7,2012-03-22 19:12:15+0000,2012-03-22 21:22:37+0000
gen-Case02,start,Role 1,2012-03-23 00:07:25+0000,2012-03-23 02:24:17+0000
gen-Case02,start,Role 1,2012-03-23 06:00:52+0000,2012-03-23 08:12:51+0000
gen-Case02,start,Role 1,2012-03-23 12:30:40+0000,2012-03-23 14:38:43+0000
gen-Case02,start,Role 1,2012-03-23 18:21:47+0000,2012-03-23 20:27:08+0000
gen-Case02,start,Role 7,2012-03-23 23:05:16+0000,2012-03-24 01:08:06+0000
gen-Case02,start,Role 3,2012-03-24 01:08:06+0000,2012-03-24 03:15:59+0000
gen-Case02,start,Role 2,2012-03-24 03:15:59+0000,2012-03-24 05:26:24+0000
gen-Case02,start,Role 1,2012-03-24 06:17:33+0000,2012-03-24 08:36:37+0000
gen-Case02,start,Role 1,2012-03-24 10:49:20+0000,2012-03-24 13:06:04+0000
gen-Case02,start,Role 3,2012-03-24 16:40:02+0000,2012-03-24 18:52:45+0000
gen-Case02,start,Role 1,2012-03-24 20:34:49+0000,2012-03-24 22:48:59+0000
gen-Case02,start,Role 1,2012-03-25 02:04:10+0000,2012-03-25 04:16:00+0000
gen-Case02,start,Role 3,2012-03-25 08:02:02+0000,2012-03-25 10:09:14+0000
gen-Case02,start,Role 1,2012-03-25 11:57:11+0000,2012-03-25 14:03:26+0000
gen-Case02,start,Role 1,2012-03-25 17:44:03+0000,2012-03-25 19:49:35+0000
gen-Case02,start,Role 7,2012-03-26 00:30:41+0000,2012-03-26 02:31:22+0000
gen-Case02,start,Role 1,2012-03-26 05:50:37+0000,2012-03-26 07:53:10+0000
gen-Case02,start,Role 1,2012-03-26 12:04:08+0000,2012-03-26 14:08:58+0000
gen-Case02,start,Role 1,2012-03-26 18:53:10+0000,2012-03-26 20:57:50+0000
gen-Case02,start,Role 3,2012-03-27 01:35:29+0000,2012-03-27 03:39:23+0000
gen-Case02,start,Role 1,2012-03-27 05:20:39+0000,2012-03-27 07:24:10+0000
gen-Case02,start,Role 1,2012-03-27 10:33:47+0000,2012-03-27 12:37:25+0000
gen-Case02,start,Role 3,2012-03-27 16:35:56+0000,2012-03-27 18:34:59+0000
gen-Case02,start,Role 3,2012-03-27 20:50:42+0000,2012-03-27 22:49:37+0000
gen-Case02,start,Role 3,2012-03-28 01:03:34+0000,2012-03-28 03:04:01+0000
gen-Case02,start,Role 10,2012-03-28 05:24:35+0000,2012-03-28 07:26:38+0000
gen-Case02,start,Role 2,2012-03-28 13:25:28+0000,2012-03-28 15:51:39+0000
gen-Case02,start,Role 5,2012-03-28 20:54:03+0000,2012-03-28 23:10:34+0000
gen-Case02,start,Role 7,2012-03-29 04:18:35+0000,2012-03-29 06:00:41+0000
gen-Case02,start,Role 2,2012-03-29 07:18:22+0000,2012-03-29 09:12:50+0000
gen-Case02,start,Role 7,2012-03-29 09:14:23+0000,2012-03-29 11:25:04+0000
gen-Case02,start,Role 1,2012-03-29 11:25:04+0000,2012-03-29 13:44:04+0000
gen-Case02,start,Role 7,2012-03-29 13:44:04+0000,2012-03-29 16:00:36+0000
gen-Case02,start,end,2012-03-29 16:00:36+0000,2012-03-29 18:23:42+0000
gen-Case02,start,Role 1,2012-03-29 21:06:35+0000,2012-03-29 23:54:30+0000
gen-Case02,start,Role 1,2012-03-30 01:44:52+0000,2012-03-30 04:19:03+0000
gen-Case02,start,Role 1,2012-03-30 06:24:54+0000,2012-03-30 08:53:16+0000
gen-Case02,start,Role 3,2012-03-30 11:08:08+0000,2012-03-30 13:30:08+0000
gen-Case02,start,Role 3,2012-03-30 13:44:22+0000,2012-03-30 16:02:57+0000
gen-Case02,start,Role 1,2012-03-30 16:36:11+0000,2012-03-30 18:51:05+0000
gen-Case02,start,Role 1,2012-03-30 21:19:06+0000,2012-03-30 23:33:35+0000
gen-Case02,start,Role 1,2012-03-31 03:16:50+0000,2012-03-31 05:27:04+0000
gen-Case02,start,Role 7,2012-03-31 10:10:28+0000,2012-03-31 12:16:19+0000
gen-Case02,start,Role 3,2012-03-31 16:07:25+0000,2012-03-31 18:12:54+0000
gen-Case02,start,Role 1,2012-03-31 20:38:01+0000,2012-03-31 22:48:48+0000
gen-Case02,start,Role 1,2012-04-01 02:29:38+0000,2012-04-01 04:40:59+0000
gen-Case02,start,end,2012-04-01 09:09:13+0000,2012-04-01 11:16:09+0000
gen-Case02,start,Role 1,2012-04-01 18:05:31+0000,2012-04-01 20:35:44+0000
gen-Case02,start,Role 1,2012-04-02 03:06:06+0000,2012-04-02 05:19:43+0000
gen-Case02,start,Role 1,2012-04-02 11:50:50+0000,2012-04-02 13:59:36+0000
gen-Case02,start,Role 1,2012-04-02 20:14:26+0000,2012-04-02 22:19:22+0000
gen-Case02,start,Role 1,2012-04-03 04:14:50+0000,2012-04-03 06:16:27+0000
gen-Case02,start,Role 1,2012-04-03 11:54:34+0000,2012-04-03 13:53:16+0000
gen-Case02,start,Role 1,2012-04-03 19:14:59+0000,2012-04-03 21:10:53+0000
gen-Case02,start,Role 1,2012-04-04 02:22:40+0000,2012-04-04 04:16:21+0000
gen-Case02,start,Role 1,2012-04-04 09:35:09+0000,2012-04-04 11:27:42+0000
gen-Case02,start,Role 3,2012-04-04 16:55:53+0000,2012-04-04 18:47:44+0000
gen-Case02,start,Role 3,2012-04-04 21:50:40+0000,2012-04-04 23:43:17+0000
gen-Case02,start,Role 7,2012-04-05 02:04:02+0000,2012-04-05 03:57:41+0000
gen-Case02,start,Role 2,2012-04-05 07:01:58+0000,2012-04-05 09:07:14+0000
gen-Case02,start,Role 7,2012-04-05 11:21:13+0000,2012-04-05 13:35:49+0000
gen-Case02,start,Role 5,2012-04-05 15:55:36+0000,2012-04-05 18:17:24+0000
gen-Case02,start,Role 3,2012-04-05 19:33:26+0000,2012-04-05 21:10:20+0000
gen-Case02,start,Role 1,2012-04-05 21:10:20+0000,2012-04-05 23:03:19+0000
gen-Case02,start,Role 1,2012-04-05 23:03:19+0000,2012-04-06 01:00:06+0000
gen-Case02,start,Role 1,2012-04-06 01:00:06+0000,2012-04-06 02:58:43+0000
gen-Case02,start,Role 1,2012-04-06 02:58:43+0000,2012-04-06 04:57:30+0000
gen-Case02,start,Role 1,2012-04-06 05:11:35+0000,2012-04-06 07:09:36+0000
gen-Case02,start,Role 1,2012-04-06 08:40:53+0000,2012-04-06 10:38:02+0000
gen-Case02,start,Role 1,2012-04-06 13:31:32+0000,2012-04-06 15:27:57+0000
gen-Case02,start,Role 1,2012-04-06 19:31:53+0000,2012-04-06 21:27:48+0000
gen-Case02,start,Role 2,2012-04-07 02:22:21+0000,2012-04-07 04:17:57+0000
gen-Case02,start,Role 1,2012-04-07 07:53:27+0000,2012-04-07 09:53:22+0000
gen-Case02,start,Role 1,2012-04-07 13:51:17+0000,2012-04-07 15:54:40+0000
gen-Case02,start,Role 1,2012-04-07 20:40:57+0000,2012-04-07 22:42:36+0000
gen-Case02,start,Role 1,2012-04-08 03:28:42+0000,2012-04-08 05:27:58+0000
gen-Case02,start,Role 1,2012-04-08 09:50:11+0000,2012-04-08 11:45:43+0000
gen-Case02,start,Role 3,2012-04-08 16:25:04+0000,2012-04-08 18:19:00+0000
gen-Case02,start,Role 1,2012-04-08 19:50:54+0000,2012-04-08 21:45:04+0000
gen-Case02,start,Role 1,2012-04-09 01:11:23+0000,2012-04-09 03:08:08+0000
gen-Case02,start,Role 3,2012-04-09 07:36:49+0000,2012-04-09 09:31:52+0000
gen-Case02,start,Role 1,2012-04-09 12:11:16+0000,2012-04-09 14:07:00+0000
gen-Case02,start,Role 1,2012-04-09 18:38:30+0000,2012-04-09 20:36:57+0000
gen-Case02,start,Role 1,2012-04-10 01:58:22+0000,2012-04-10 03:54:42+0000
gen-Case02,start,Role 1,2012-04-10 09:44:03+0000,2012-04-10 11:38:41+0000
gen-Case02,start,Role 3,2012-04-10 17:25:56+0000,2012-04-10 19:19:08+0000
gen-Case02,start,Role 3,2012-04-10 22:16:46+0000,2012-04-11 00:11:00+0000
gen-Case02,start,Role 2,2012-04-11 02:20:26+0000,2012-04-11 04:15:36+0000
gen-Case02,start,Role 11,2012-04-11 06:51:41+0000,2012-04-11 08:56:48+0000
gen-Case02,start,Role 1,2012-04-11 15:10:24+0000,2012-04-11 17:42:16+0000
gen-Case02,start,Role 1,2012-04-12 00:22:55+0000,2012-04-12 02:39:45+0000
gen-Case02,start,Role 1,2012-04-12 09:54:45+0000,2012-04-12 12:07:58+0000
gen-Case02,start,Role 1,2012-04-12 18:47:48+0000,2012-04-12 20:56:36+0000
gen-Case02,start,Role 3,2012-04-13 02:27:29+0000,2012-04-13 04:31:41+0000
gen-Case02,start,Role 1,2012-04-13 06:26:37+0000,2012-04-13 08:30:00+0000
gen-Case02,start,Role 1,2012-04-13 12:01:40+0000,2012-04-13 14:04:34+0000
gen-Case02,start,Role 1,2012-04-13 18:15:44+0000,2012-04-13 20:14:58+0000
gen-Case02,start,Role 1,2012-04-14 01:16:17+0000,2012-04-14 03:13:24+0000
gen-Case02,start,Role 3,2012-04-14 08:43:24+0000,2012-04-14 10:38:46+0000
gen-Case02,start,Role 3,2012-04-14 13:51:58+0000,2012-04-14 15:47:35+0000
gen-Case02,start,Role 2,2012-04-14 18:31:59+0000,2012-04-14 20:29:32+0000
gen-Case02,start,Role 7,2012-04-14 23:29:07+0000,2012-04-15 01:35:32+0000
gen-Case02,start,end,2012-04-15 04:08:58+0000,2012-04-15 06:23:05+0000
gen-Case02,start,Role 5,2012-04-15 12:45:27+0000,2012-04-15 15:21:39+0000
gen-Case02,start,Role 3,2012-04-15 19:54:08+0000,2012-04-15 21:36:22+0000
gen-Case02,start,Role 1,2012-04-15 21:53:18+0000,2012-04-15 23:51:06+0000
gen-Case02,start,Role 1,2012-04-16 01:45:41+0000,2012-04-16 03:46:48+0000
gen-Case02,start,Role 1,2012-04-16 05:17:36+0000,2012-04-16 07:18:35+0000
gen-Case02,start,Role 1,2012-04-16 08:48:31+0000,2012-04-16 10:48:21+0000
gen-Case02,start,Role 3,2012-04-16 12:35:22+0000,2012-04-16 14:33:10+0000
gen-Case02,start,Role 11,2012-04-16 14:39:44+0000,2012-04-16 16:38:05+0000
gen-Case02,start,Role 1,2012-04-16 21:08:52+0000,2012-04-16 23:34:46+0000
gen-Case02,start,Role 2,2012-04-17 05:26:29+0000,2012-04-17 07:38:53+0000
gen-Case02,start,Role 1,2012-04-17 13:20:07+0000,2012-04-17 15:34:05+0000
gen-Case02,start,Role 1,2012-04-17 21:24:48+0000,2012-04-17 23:39:38+0000
gen-Case02,start,Role 3,2012-04-18 05:32:47+0000,2012-04-18 07:44:24+0000
gen-Case02,start,Role 1,2012-04-18 10:25:17+0000,2012-04-18 12:36:53+0000
gen-Case02,start,Role 9,2012-04-18 16:27:34+0000,2012-04-18 18:35:52+0000
gen-Case02,start,Role 3,2012-04-18 23:57:17+0000,2012-04-19 02:25:23+0000
gen-Case02,start,Role 1,2012-04-19 07:00:15+0000,2012-04-19 09:13:31+0000
gen-Case02,start,Role 1,2012-04-19 15:08:25+0000,2012-04-19 17:21:12+0000
gen-Case02,start,Role 1,2012-04-19 23:49:34+0000,2012-04-20 01:57:46+0000
gen-Case02,start,Role 1,2012-04-20 08:44:23+0000,2012-04-20 10:48:50+0000
gen-Case02,start,Role 1,2012-04-20 17:20:22+0000,2012-04-20 19:21:16+0000
gen-Case02,start,Role 1,2012-04-21 01:29:54+0000,2012-04-21 03:27:46+0000
gen-Case02,start,Role 1,2012-04-21 09:14:25+0000,2012-04-21 11:09:38+0000
gen-Case02,start,Role 3,2012-04-21 16:30:42+0000,2012-04-21 18:23:51+0000
gen-Case02,start,Role 1,2012-04-21 21:15:03+0000,2012-04-21 23:08:22+0000
gen-Case02,start,Role 1,2012-04-22 03:36:14+0000,2012-04-22 05:31:39+0000
gen-Case02,start,Role 1,2012-04-22 10:54:10+0000,2012-04-22 12:48:28+0000
gen-Case02,start,Role 1,2012-04-22 18:54:33+0000,2012-04-22 20:47:45+0000
gen-Case02,start,Role 1,2012-04-23 03:01:53+0000,2012-04-23 04:53:19+0000
gen-Case02,start,Role 3,2012-04-23 11:02:17+0000,2012-04-23 12:52:38+0000
gen-Case02,start,Role 1,2012-04-23 15:48:47+0000,2012-04-23 17:39:40+0000
gen-Case02,start,Role 1,2012-04-23 21:55:36+0000,2012-04-23 23:49:28+0000
gen-Case02,start,Role 3,2012-04-24 04:50:07+0000,2012-04-24 06:42:47+0000
gen-Case03,Turning & Milling,Role 1,2012-03-13 05:23:18+0000,2012-03-13 08:10:32+0000
gen-Case03,Turning & Milling,Role 1,2012-03-13 18:14:44+0000,2012-03-13 20:24:40+0000
gen-Case03,Turning & Milling,Role 3,2012-03-14 06:35:23+0000,2012-03-14 08:39:06+0000
gen-Case03,Turning & Milling,Role 1,2012-03-14 18:35:09+0000,2012-03-14 20:25:06+0000
gen-Case03,Turning & Milling Q.C.,Role 1,2012-03-15 06:38:14+0000,2012-03-15 08:21:46+0000
gen-Case03,Lapping,Role 7,2012-03-15 17:30:17+0000,2012-03-15 18:56:19+0000
gen-Case03,start,Role 7,2012-03-16 08:58:56+0000,2012-03-16 10:18:09+0000
gen-Case03,start,Role 7,2012-03-17 00:26:55+0000,2012-03-17 02:01:25+0000
gen-Case03,start,Role 2,2012-03-17 14:14:44+0000,2012-03-17 16:09:46+0000
gen-Case03,start,Role 2,2012-03-18 00:12:47+0000,2012-03-18 02:24:34+0000
gen-Case03,start,Role 2,2012-03-18 05:32:43+0000,2012-03-18 07:57:07+0000
gen-Case03,start,Role 3,2012-03-18 07:57:07+0000,2012-03-18 10:29:40+0000
gen-Case03,start,Role 2,2012-03-18 10:29:40+0000,2012-03-18 13:02:09+0000
gen-Case03,start,Role 2,2012-03-18 13:02:09+0000,2012-03-18 15:38:37+0000
gen-Case03,start,Role 5,2012-03-18 15:38:37+0000,2012-03-18 18:17:40+0000
gen-Case03,start,Role 1,2012-03-18 18:17:40+0000,2012-03-18 20:11:53+0000
gen-Case03,start,Role 1,2012-03-18 20:11:53+0000,2012-03-18 22:04:28+0000
gen-Case03,start,Role 3,2012-03-18 22:04:28+0000,2012-03-19 00:04:36+0000
gen-Case03,start,Role 6,2012-03-19 00:04:36+0000,2012-03-19 02:13:37+0000
gen-Case03,start,Role 3,2012-03-19 02:13:37+0000,2012-03-19 04:46:22+0000
gen-Case03,start,Role 1,2012-03-19 05:54:21+0000,2012-03-19 08:10:43+0000
gen-Case03,start,Role 1,2012-03-19 12:09:57+0000,2012-03-19 14:28:41+0000
gen-Case03,start,Role 1,2012-03-19 19:41:44+0000,2012-03-19 21:55:45+0000
gen-Case03,start,Role 1,2012-03-20 03:56:56+0000,2012-03-20 06:06:23+0000
gen-Case03,start,Role 1,2012-03-20 12:05:36+0000,2012-03-20 14:10:42+0000
gen-Case03,start,Role 1,2012-03-20 19:46:28+0000,2012-03-20 21:47:38+0000
gen-Case03,start,Role 3,2012-03-21 02:57:26+0000,2012-03-21 04:55:12+0000
gen-Case03,start,Role 1,2012-03-21 06:58:54+0000,2012-03-21 08:56:16+0000
gen-Case03,start,Role 3,2012-03-21 12:27:46+0000,2012-03-21 14:26:48+0000
gen-Case03,start,Role 5,2012-03-21 16:18:52+0000,2012-03-21 18:15:45+0000
gen-Case03,start,Role 1,2012-03-21 23:22:52+0000,2012-03-22 00:57:06+0000
gen-Case03,start,Role 1,2012-03-22 05:17:38+0000,2012-03-22 06:51:43+0000
gen-Case03,start,Role 1,2012-03-22 11:14:08+0000,2012-03-22 12:53:41+0000
gen-Case03,start,Role 1,2012-03-22 16:43:49+0000,2012-03-22 18:26:30+0000
gen-Case03,start,Role 3,2012-03-22 21:49:19+0000,2012-03-22 23:33:30+0000
gen-Case03,start,Role 1,2012-03-23 00:10:20+0000,2012-03-23 01:57:02+0000
gen-Case03,start,Role 1,2012-03-23 04:31:14+0000,2012-03-23 06:22:42+0000
gen-Case03,start,Role 1,2012-03-23 10:11:53+0000,2012-03-23 12:03:16+0000
gen-Case03,start,Role 9,2012-03-23 16:48:37+0000,2012-03-23 18:39:44+0000
gen-Case03,start,Role 1,2012-03-24 01:39:47+0000,2012-03-24 03:53:41+0000
gen-Case03,start,Role 1,2012-03-24 11:04:20+0000,2012-03-24 13:09:26+0000
gen-Case03,start,Role 3,2012-03-24 20:29:17+0000,2012-03-24 22:31:40+0000
gen-Case03,start,Role 2,2012-03-25 02:36:58+0000,2012-03-25 04:38:18+0000
gen-Case03,start,Role 7,2012-03-25 07:57:23+0000,2012-03-25 10:07:18+0000
gen-Case03,start,Role 3,2012-03-25 12:36:14+0000,2012-03-25 14:53:31+0000
gen-Case03,start,Role 2,2012-03-25 17:05:51+0000,2012-03-25 19:24:33+0000
gen-Case03,start,Role 3,2012-03-25 21:34:10+0000,2012-03-26 00:00:16+0000
gen-Case03,start,Role 2,2012-03-26 01:55:44+0000,2012-03-26 04:21:14+0000
gen-Case03,start,Role 2,2012-03-26 06:16:06+0000,2012-03-26 08:45:09+0000
gen-Case03,start,Role 2,2012-03-26 10:13:49+0000,2012-03-26 12:45:44+0000
gen-Case03,start,Role 3,2012-03-26 13:34:50+0000,2012-03-26 16:10:02+0000
gen-Case03,start,Role 3,2012-03-26 16:54:34+0000,2012-03-26 19:29:40+0000
gen-Case03,start,Role 3,2012-03-26 20:52:26+0000,2012-03-26 23:24:45+0000
gen-Case03,start,Role 7,2012-03-27 01:43:52+0000,2012-03-27 04:11:57+0000
gen-Case03,start,Role 3,2012-03-27 06:48:43+0000,2012-03-27 09:14:36+0000
gen-Case03,start,Role 1,2012-03-27 10:52:04+0000,2012-03-27 13:20:30+0000
gen-Case03,start,Role 1,2012-03-27 16:11:33+0000,2012-03-27 18:36:24+0000
gen-Case03,start,Role 1,2012-03-27 22:07:46+0000,2012-03-28 00:27:46+0000
gen-Case03,start,Role 2,2012-03-28 04:13:09+0000,2012-03-28 06:27:47+0000
gen-Case03,start,Role 1,2012-03-28 07:47:22+0000,2012-03-28 10:00:52+0000
gen-Case03,start,Role 1,2012-03-28 12:30:36+0000,2012-03-28 14:44:05+0000
gen-Case03,start,Role 1,2012-03-28 18:05:13+0000,2012-03-28 20:15:28+0000
gen-Case03,start,Role 1,2012-03-29 00:07:46+0000,2012-03-29 02:15:58+0000
gen-Case03,start,Role 1,2012-03-29 06:27:06+0000,2012-03-29 08:31:45+0000
gen-Case03,start,Role 1,2012-03-29 12:59:18+0000,2012-03-29 15:00:19+0000
gen-Case03,start,Role 1,2012-03-29 19:46:39+0000,2012-03-29 21:44:16+0000
gen-Case03,start,Role 3,2012-03-30 02:47:38+0000,2012-03-30 04:43:20+0000
gen-Case03,start,Role 1,2012-03-30 07:31:25+0000,2012-03-30 09:26:40+0000
gen-Case03,start,Role 1,2012-03-30 13:46:39+0000,2012-03-30 15:45:13+0000
gen-Case03,start,Role 1,2012-03-30 21:02:22+0000,2012-03-30 22:57:52+0000
gen-Case03,start,Role 1,2012-03-31 04:46:00+0000,2012-03-31 06:39:50+0000
gen-Case03,start,Role 1,2012-03-31 12:35:35+0000,2012-03-31 14:28:09+0000
gen-Case03,start,Role 1,2012-03-31 20:13:45+0000,2012-03-31 22:05:19+0000
gen-Case03,start,Role 1,2012-04-01 03:36:52+0000,2012-04-01 05:27:38+0000
gen-Case03,start,Role 5,2012-04-01 10:43:17+0000,2012-04-01 12:31:53+0000
gen-Case03,start,Role 1,2012-04-01 18:00:48+0000,2012-04-01 19:21:22+0000
gen-Case03,start,Role 1,2012-04-01 23:30:46+0000,2012-04-02 00:53:24+0000
gen-Case03,start,Role 1,2012-04-02 04:10:45+0000,2012-04-02 05:41:44+0000
gen-Case03,start,Role 1,2012-04-02 08:36:37+0000,2012-04-02 10:13:01+0000
gen-Case03,start,Role 1,2012-04-02 13:19:39+0000,2012-04-02 14:59:19+0000
gen-Case03,start,Role 6,2012-04-02 18:34:06+0000,2012-04-02 20:15:54+0000
gen-Case03,start,Role 1,2012-04-03 03:48:40+0000,2012-04-03 05:54:30+0000
gen-Case03,start,Role 2,2012-04-03 13:02:14+0000,2012-04-03 14:58:13+0000
gen-Case03,start,Role 2,2012-04-03 20:52:24+0000,2012-04-03 22:54:34+0000
gen-Case03,start,Role 7,2012-04-04 03:34:46+0000,2012-04-04 05:47:28+0000
gen-Case03,start,Role 7,2012-04-04 09:34:45+0000,2012-04-04 11:56:31+0000
gen-Case03,start,Role 2,2012-04-04 14:34:57+0000,2012-04-04 17:03:31+0000
gen-Case03,start,Role 3,2012-04-04 18:18:25+0000,2012-04-04 20:54:05+0000
gen-Case03,start,Role 2,2012-04-04 20:54:05+0000,2012-04-04 23:30:42+0000
gen-Case03,start,Role 2,2012-04-04 23:30:42+0000,2012-04-05 02:10:51+0000
gen-Case03,start,Role 2,2012-04-05 02:12:58+0000,2012-04-05 04:54:02+0000
gen-Case03,start,Role 2,2012-04-05 04:54:02+0000,2012-04-05 07:36:51+0000
gen-Case03,start,Role 9,2012-04-05 07:36:51+0000,2012-04-05 10:21:26+0000
gen-Case03,start,Role 1,2012-04-05 13:20:36+0000,2012-04-05 16:22:16+0000
