caseid,task,user,start_timestamp,end_timestamp
Case190,Turning & Milling Q.C.,ID4493,2012/01/29 18:19:00,2012/01/29 20:42:00
Case190,Final Inspection Q.C.,ID4493,2012/02/13 07:00:00,2012/02/13 08:15:00
Case190,Turning & Milling Q.C.,ID4493,2012/02/14 16:18:00,2012/02/14 18:10:00
Case192,Rework Milling,ID3641,2012/01/11 15:00:00,2012/01/11 17:00:00
Case192,Turning & Milling Q.C.,ID4287,2012/01/11 17:08:00,2012/01/11 18:09:00
Case192,Turning & Milling,ID4132,2012/02/07 16:54:00,2012/02/07 23:17:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/08 14:05:00,2012/02/08 15:40:00
Case192,Turning & Milling,ID4132,2012/02/08 14:17:00,2012/02/08 15:41:00
Case192,Turning & Milling,ID4132,2012/02/08 15:43:00,2012/02/08 22:46:00
Case192,Turning & Milling,ID4641,2012/02/09 03:14:00,2012/02/09 03:17:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/09 14:00:00,2012/02/09 15:40:00
Case192,Turning & Milling,ID4132,2012/02/09 14:12:00,2012/02/09 17:13:00
Case192,Turning & Milling,ID3846,2012/02/09 17:16:00,2012/02/09 22:56:00
Case192,Turning & Milling,ID4641,2012/02/10 03:14:00,2012/02/10 13:45:00
Case192,Turning & Milling,ID3846,2012/02/10 13:54:00,2012/02/10 19:53:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/10 16:37:00,2012/02/10 17:40:00
Case192,Turning & Milling,ID4132,2012/02/12 05:10:00,2012/02/12 13:37:00
Case192,Turning & Milling,ID3846,2012/02/12 13:51:00,2012/02/12 14:06:00
Case192,Turning & Milling,ID3846,2012/02/12 16:00:00,2012/02/12 22:59:00
Case192,Turning & Milling,ID4132,2012/02/12 23:07:00,2012/02/13 06:24:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/13 00:42:00,2012/02/13 01:03:00
Case192,Turning & Milling,ID4794,2012/02/13 06:48:00,2012/02/13 13:41:00
Case192,Turning & Milling,ID3846,2012/02/13 14:16:00,2012/02/13 21:34:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/13 14:30:00,2012/02/13 16:49:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/13 16:40:00,2012/02/13 17:02:00
Case192,Turning & Milling,ID3846,2012/02/13 21:37:00,2012/02/13 22:58:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/13 22:00:00,2012/02/13 23:02:00
Case192,Turning & Milling,ID4132,2012/02/13 23:19:00,2012/02/14 00:58:00
Case192,Turning & Milling,ID4132,2012/02/14 01:01:00,2012/02/14 06:23:00
Case192,Turning & Milling,ID4932,2012/02/14 06:46:00,2012/02/14 13:46:00
Case192,Turning & Milling,ID3846,2012/02/14 14:02:00,2012/02/14 20:31:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/14 17:44:00,2012/02/14 20:35:00
Case192,Turning & Milling,ID3846,2012/02/14 20:32:00,2012/02/14 21:47:00
Case192,Turning & Milling,ID3846,2012/02/14 20:33:00,2012/02/15 00:21:00
Case192,Turning & Milling,ID4132,2012/02/15 01:01:00,2012/02/15 02:58:00
Case192,Turning & Milling,ID4932,2012/02/15 02:59:00,2012/02/15 13:40:00
Case192,Turning & Milling,ID3846,2012/02/15 13:54:00,2012/02/15 22:09:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/15 21:58:00,2012/02/15 23:00:00
Case192,Turning & Milling,ID4132,2012/02/15 23:16:00,2012/02/16 06:29:00
Case192,Turning & Milling,ID4932,2012/02/16 06:33:00,2012/02/16 13:44:00
Case192,Turning & Milling,ID3846,2012/02/16 14:10:00,2012/02/16 16:05:00
Case192,Turning & Milling,ID3846,2012/02/16 16:06:00,2012/02/16 18:46:00
Case192,Turning & Milling Q.C.,ID4287,2012/02/16 17:30:00,2012/02/16 19:50:00
Case192,Turning & Milling,ID4287,2012/02/16 17:31:00,2012/02/16 18:46:00
Case192,Milling,ID4162,2012/02/16 19:00:00,2012/02/17 00:54:00
Case192,Milling,ID4162,2012/02/17 13:36:00,2012/02/17 19:36:00
Case192,Final Inspection Q.C.,ID4287,2012/02/17 16:30:00,2012/02/17 17:30:00
Case192,Turning & Milling,ID4162,2012/02/19 14:45:00,2012/02/20 01:46:00
Case192,Milling,ID4162,2012/02/20 01:48:00,2012/02/20 04:00:00
Case192,Milling,ID4162,2012/02/20 21:32:00,2012/02/20 23:06:00
Case192,Milling,ID4873,2012/02/21 05:07:00,2012/02/21 13:29:00
Case192,Milling,ID4162,2012/02/21 15:10:00,2012/02/21 18:40:00
Case192,Milling,ID4162,2012/02/21 20:30:00,2012/02/21 23:00:00
Case192,Turning & Milling,ID4140,2012/02/22 00:15:00,2012/02/22 01:30:00
Case192,Milling,ID4140,2012/02/22 00:16:00,2012/02/22 02:50:00
Case192,Milling,ID4140,2012/02/22 02:52:00,2012/02/22 04:00:00
Case192,Milling,ID4873,2012/02/22 03:02:00,2012/02/22 13:06:00
Case192,Milling,ID4162,2012/02/22 13:45:00,2012/02/22 15:10:00
Case192,Milling,ID4162,2012/02/22 17:10:00,2012/02/22 23:00:00
Case192,Milling,ID4873,2012/02/23 03:06:00,2012/02/23 13:31:00
Case192,Milling,ID4162,2012/02/23 13:45:00,2012/02/23 17:00:00
Case192,Milling,ID4162,2012/02/23 18:00:00,2012/02/23 19:00:00
Case192,Milling,ID4162,2012/02/23 21:30:00,2012/02/23 23:00:00
Case192,Milling,ID4873,2012/02/24 03:06:00,2012/02/24 13:30:00
Case192,Packing,ID4291,2012/02/26 07:00:00,2012/02/26 08:00:00
Case192,Final Inspection Q.C.,ID4287,2012/02/26 17:30:00,2012/02/26 21:04:00
Case194,Turning & Milling,ID4132,2012/01/10 17:14:00,2012/01/10 17:54:00
Case194,Turning & Milling,ID4132,2012/01/11 14:16:00,2012/01/11 23:28:00
Case194,Turning & Milling Q.C.,ID4287,2012/01/11 23:20:00,2012/01/12 00:52:00
Case194,Turning & Milling,ID4132,2012/01/12 14:05:00,2012/01/13 00:42:00
Case194,Turning & Milling Q.C.,ID4287,2012/01/12 19:42:00,2012/01/12 22:51:00
Case194,Turning & Milling,ID4641,2012/01/13 03:49:00,2012/01/13 13:28:00
Case194,Turning & Milling,ID3846,2012/01/13 13:52:00,2012/01/13 19:48:00
Case194,Turning & Milling Q.C.,ID4287,2012/01/13 18:00:00,2012/01/13 19:30:00
Case194,Turning & Milling,ID4132,2012/01/13 19:48:00,2012/01/14 16:00:00
Case194,Stress Relief,ID4932,2012/01/14 16:00:00,2012/01/14 20:00:00
Case194,Turning & Milling,ID4132,2012/01/15 06:55:00,2012/01/15 10:17:00
Case194,Turning & Milling Q.C.,ID4287,2012/01/15 16:00:00,2012/01/16 00:58:00
Case194,Turning,ID3846,2012/01/15 16:18:00,2012/01/15 23:25:00
Case194,Turning,ID3846,2012/01/15 23:26:00,2012/01/16 00:52:00
Case194,Turning,ID3846,2012/01/16 14:03:00,2012/01/16 22:58:00
Case194,Turning & Milling Q.C.,ID4287,2012/01/16 17:00:00,2012/01/16 17:30:00
Case194,Turning,ID4641,2012/01/16 23:22:00,2012/01/17 00:48:00
Case194,Turning,ID4641,2012/01/17 00:49:00,2012/01/17 00:50:00
Case194,Turning Q.C.,ID4287,2012/01/17 14:00:00,2012/01/17 15:40:00
Case194,Laser Marking,ID0998,2012/01/23 22:30:00,2012/01/23 22:56:00
Case194,Lapping,ID4882,2012/01/24 07:00:00,2012/01/24 08:15:00
Case194,Lapping,ID0998,2012/01/24 15:14:00,2012/01/24 18:23:00
Case194,Final Inspection Q.C.,ID4287,2012/01/24 16:00:00,2012/01/24 19:50:00
Case194,Final Inspection Q.C.,ID4287,2012/01/24 20:40:00,2012/01/25 01:02:00
Case194,Final Inspection Q.C.,ID4287,2012/01/25 16:00:00,2012/01/25 23:01:00
Case194,Final Inspection Q.C.,ID4287,2012/01/26 14:06:00,2012/01/26 17:07:00
Case194,Grinding Rework,ID4872,2012/01/26 23:22:00,2012/01/27 01:16:00
Case194,Final Inspection Q.C.,ID4287,2012/01/27 16:00:00,2012/01/27 17:00:00
Case194,Final Inspection Q.C.,ID4287,2012/02/03 14:00:00,2012/02/03 19:00:00
Case194,Packing,ID4820,2012/02/06 07:00:00,2012/02/06 08:00:00
Case194,Packing,ID4820,2012/02/06 07:00:00,2012/02/06 08:00:00
Case194,Packing,ID4820,2012/02/07 07:00:00,2012/02/07 08:00:00
Case194,Packing,ID4820,2012/02/07 07:00:00,2012/02/07 08:00:00
Case195,Turning & Milling Q.C.,ID4287,2012/01/31 19:00:00,2012/01/31 22:05:00
Case195,Flat Grinding,ID4882,2012/02/05 07:00:00,2012/02/05 08:15:00
Case195,Lapping,ID0998,2012/02/05 16:41:00,2012/02/05 18:18:00
Case195,Lapping,ID0998,2012/02/05 19:43:00,2012/02/05 23:38:00
Case195,Flat Grinding,ID4882,2012/02/05 20:18:00,2012/02/06 00:43:00
Case195,Flat Grinding,ID4882,2012/02/06 14:54:00,2012/02/06 15:37:00
Case195,Round Grinding,ID4355,2012/02/10 05:31:00,2012/02/10 06:50:00
Case195,Round Grinding,ID4385,2012/02/10 14:25:00,2012/02/10 16:52:00
Case195,Round Grinding,ID4385,2012/02/10 16:53:00,2012/02/10 19:44:00
Case195,Round Grinding,ID4528,2012/02/12 05:04:00,2012/02/12 13:53:00
Case195,Round Grinding,ID4445,2012/02/12 14:58:00,2012/02/12 22:51:00
Case195,Round Grinding,ID4287,2012/02/12 23:12:00,2012/02/13 00:40:00
Case195,Packing,ID4820,2012/02/15 07:00:00,2012/02/15 08:00:00
Case195,Final Inspection Q.C.,ID4287,2012/02/15 20:20:00,2012/02/15 21:05:00
Case196,Turning & Milling Q.C.,ID4163,2012/01/17 20:20:00,2012/01/17 22:59:00
Case196,Grinding Rework,ID4528,2012/02/19 19:12:00,2012/02/19 21:09:00
Case196,Final Inspection Q.C.,ID4493,2012/02/19 22:15:00,2012/02/19 23:01:00
Case196,Packing,ID4820,2012/02/21 07:00:00,2012/02/21 08:00:00
Case198,Turning & Milling,ID4429,2012/01/09 20:29:00,2012/01/10 00:24:00
Case198,Turning & Milling,ID4529,2012/01/10 03:00:00,2012/01/10 06:00:00
Case198,Turning & Milling,ID4529,2012/01/10 08:00:00,2012/01/10 13:30:00
Case198,Turning & Milling Q.C.,ID4287,2012/01/10 14:00:00,2012/01/10 15:08:00
Case198,Turning & Milling,ID4429,2012/01/10 14:08:00,2012/01/10 14:09:00
Case198,Turning & Milling,ID4932,2012/01/10 21:05:00,2012/01/10 22:57:00
Case198,Turning & Milling,ID4429,2012/01/10 23:05:00,2012/01/11 00:04:00
Case198,Turning & Milling,ID4718,2012/01/11 01:07:00,2012/01/11 06:35:00
Case198,Turning & Milling,ID4932,2012/01/11 13:56:00,2012/01/11 19:45:00
Case198,Turning & Milling Q.C.,ID4493,2012/01/12 14:00:00,2012/01/12 14:44:00
Case198,Laser Marking,ID4882,2012/01/12 20:35:00,2012/01/12 21:35:00
Case198,Turning Rework,ID4442,2012/01/26 16:00:00,2012/01/26 17:30:00
Case198,Turning & Milling Q.C.,ID4493,2012/01/27 17:11:00,2012/01/27 18:12:00
Case198,Lapping,ID4355,2012/03/06 06:00:00,2012/03/06 10:00:00
Case198,Lapping,ID0998,2012/03/06 19:07:00,2012/03/06 20:32:00
Case198,Lapping,ID4882,2012/03/07 07:00:00,2012/03/07 08:15:00
Case198,Lapping,ID0998,2012/03/07 23:25:00,2012/03/08 00:30:00
Case198,Lapping,ID4882,2012/03/08 07:00:00,2012/03/08 08:15:00
Case198,Laser Marking,ID0998,2012/03/08 15:22:00,2012/03/08 16:37:00
Case198,Lapping,ID0998,2012/03/08 15:22:00,2012/03/08 15:22:00
Case198,Round Grinding,ID4385,2012/03/08 22:13:00,2012/03/09 01:11:00
Case198,Round Grinding,ID4385,2012/03/09 01:11:00,2012/03/09 03:17:00
Case198,Round Grinding,ID4355,2012/03/09 03:23:00,2012/03/09 06:41:00
Case198,Round Grinding,ID4445,2012/03/09 07:07:00,2012/03/09 13:45:00
Case198,Round Grinding,ID4385,2012/03/09 14:16:00,2012/03/09 18:49:00
Case198,Round Grinding,ID4528,2012/03/11 05:09:00,2012/03/11 13:33:00
Case198,Round Grinding,ID4355,2012/03/11 13:44:00,2012/03/11 13:52:00
Case198,Round Grinding,ID4355,2012/03/11 14:58:00,2012/03/11 22:57:00
Case198,Round Grinding,ID4385,2012/03/11 23:18:00,2012/03/12 03:40:00
Case198,Final Inspection Q.C.,ID4493,2012/03/15 18:19:00,2012/03/15 21:01:00
Case198,Packing,ID4820,2012/03/16 07:00:00,2012/03/16 08:00:00
Case198,Packing,ID4820,2012/03/18 07:00:00,2012/03/18 08:00:00
Case198,Final Inspection Q.C.,ID4493,2012/03/18 17:09:00,2012/03/18 19:11:00
Case198,Grinding Rework,ID4528,2012/03/19 14:20:00,2012/03/19 16:56:00
Case198,Packing,ID4820,2012/03/20 07:00:00,2012/03/20 08:00:00
Case198,Final Inspection Q.C.,ID4493,2012/03/20 16:34:00,2012/03/20 17:49:00
Case198,Laser Marking,ID4882,2012/03/20 19:24:00,2012/03/20 20:39:00
Case199,Lapping,ID4882,2012/01/03 07:00:00,2012/01/03 08:15:00
Case199,Lapping,ID4882,2012/01/03 15:24:00,2012/01/03 19:50:00
Case199,Lapping,ID0998,2012/01/03 19:25:00,2012/01/03 22:35:00
Case199,Lapping,ID0998,2012/01/03 20:20:00,2012/01/03 22:56:00
Case199,Lapping,ID4882,2012/01/03 22:35:00,2012/01/03 23:00:00
Case199,Round Grinding,ID4445,2012/01/03 22:57:00,2012/01/03 23:05:00
Case199,Round Grinding,ID4445,2012/01/03 23:07:00,2012/01/04 01:58:00
Case199,Round Grinding,ID4445,2012/01/04 01:59:00,2012/01/04 05:17:00
Case199,Lapping,ID4882,2012/01/04 07:00:00,2012/01/04 08:15:00
Case199,Lapping,ID4355,2012/01/04 14:39:00,2012/01/04 17:25:00
Case199,Turning & Milling Q.C.,ID4163,2012/01/04 16:00:00,2012/01/04 17:00:00
Case199,Turning & Milling,ID3846,2012/01/05 05:37:00,2012/01/05 06:46:00
Case199,Turning & Milling,ID4641,2012/01/05 13:52:00,2012/01/05 22:32:00
Case199,Round Grinding,ID4445,2012/01/05 22:09:00,2012/01/06 02:53:00
Case199,Turning & Milling,ID3846,2012/01/05 23:03:00,2012/01/06 14:00:00
Case199,Round Grinding,ID4385,2012/01/05 23:28:00,2012/01/06 13:48:00
Case199,Round Grinding,ID4355,2012/01/06 03:52:00,2012/01/06 14:00:00
Case199,Turning & Milling,ID4132,2012/01/06 14:00:00,2012/01/07 13:00:00
Case199,Round Grinding,ID4355,2012/01/06 14:01:00,2012/01/06 19:53:00
Case199,Lapping,ID0998,2012/01/06 15:09:00,2012/01/06 17:03:00
Case199,Round Grinding,ID4445,2012/01/08 04:57:00,2012/01/08 13:57:00
Case199,Turning & Milling,ID4132,2012/01/08 16:12:00,2012/01/08 22:39:00
Case199,Round Grinding,ID4385,2012/01/08 17:02:00,2012/01/08 20:20:00
Case199,Turning & Milling,ID4641,2012/01/09 03:18:00,2012/01/09 05:20:00
Case199,Final Inspection Q.C.,ID4163,2012/01/10 16:00:00,2012/01/10 19:50:00
Case199,Final Inspection Q.C.,ID4163,2012/01/10 20:20:00,2012/01/10 21:26:00
Case199,Turning & Milling Q.C.,ID4163,2012/01/10 21:26:00,2012/01/10 22:53:00
Case199,Turning & Milling,ID4641,2012/01/11 03:41:00,2012/01/11 13:53:00
Case199,Turning & Milling,ID4132,2012/01/11 14:15:00,2012/01/12 00:42:00
Case199,Laser Marking,ID0998,2012/01/11 16:21:00,2012/01/11 17:03:00
Case199,Turning & Milling,ID4641,2012/01/12 04:32:00,2012/01/12 11:41:00
Case199,Final Inspection Q.C.,ID4163,2012/01/12 19:15:00,2012/01/12 19:50:00
Case199,Final Inspection Q.C.,ID4163,2012/01/12 20:20:00,2012/01/12 23:07:00
Case199,Final Inspection Q.C.,ID4163,2012/01/13 19:00:00,2012/01/13 19:53:00
Case199,Turning & Milling,ID4132,2012/01/15 10:17:00,2012/01/15 14:00:00
Case199,Final Inspection Q.C.,ID4163,2012/01/15 14:00:00,2012/01/15 15:40:00
Case199,Final Inspection Q.C.,ID4163,2012/01/15 16:00:00,2012/01/15 19:50:00
Case199,Turning & Milling,ID4641,2012/01/15 16:10:00,2012/01/15 22:57:00
Case199,Final Inspection Q.C.,ID4163,2012/01/15 20:20:00,2012/01/15 21:00:00
Case199,Final Inspection Q.C.,ID4163,2012/01/15 21:00:00,2012/01/15 21:30:00
Case199,Turning & Milling,ID4132,2012/01/15 23:24:00,2012/01/16 01:03:00
Case199,Turning & Milling Q.C.,ID4163,2012/01/16 20:20:00,2012/01/16 22:34:00
Case199,Turning & Milling Q.C.,ID4163,2012/01/16 22:34:00,2012/01/16 22:54:00
Case199,Turning & Milling Q.C.,ID4163,2012/01/16 22:54:00,2012/01/16 23:00:00
Case199,Turning & Milling Q.C.,ID4163,2012/01/16 23:00:00,2012/01/16 23:10:00
Case199,Laser Marking,ID0998,2012/01/17 15:18:00,2012/01/17 16:38:00
Case199,Grinding Rework,ID4872,2012/01/17 22:14:00,2012/01/17 22:47:00
Case199,Final Inspection Q.C.,ID4163,2012/01/19 14:00:00,2012/01/19 15:40:00
Case199,Final Inspection Q.C.,ID4163,2012/01/19 17:00:00,2012/01/19 19:50:00
Case199,Packing,ID4491,2012/01/20 07:00:00,2012/01/20 08:00:00
Case199,Lapping,ID0998,2012/02/26 23:15:00,2012/02/26 23:38:00
Case199,Round Grinding,ID4385,2012/02/27 06:59:00,2012/02/27 09:00:00
Case199,Lapping,ID4882,2012/02/27 07:00:00,2012/02/27 08:15:00
Case199,Round Grinding,ID4385,2012/02/27 09:00:00,2012/02/27 12:40:00
Case199,Round Grinding,ID4385,2012/02/27 12:40:00,2012/02/27 13:40:00
Case199,Lapping,ID4882,2012/02/28 07:00:00,2012/02/28 08:15:00
Case199,Lapping,ID4882,2012/02/28 15:11:00,2012/02/28 18:30:00
Case199,Lapping,ID0998,2012/02/28 16:05:00,2012/02/28 21:10:00
Case199,Round Grinding,ID4385,2012/02/29 05:12:00,2012/02/29 08:26:00
Case199,Lapping,ID4882,2012/02/29 07:00:00,2012/02/29 08:15:00
Case199,Lapping,ID4882,2012/02/29 07:00:00,2012/02/29 08:15:00
Case199,Round Grinding,ID4385,2012/02/29 08:27:00,2012/02/29 13:34:00
Case199,Lapping,ID4882,2012/02/29 15:02:00,2012/02/29 18:29:00
Case199,Round Grinding,ID4445,2012/02/29 16:38:00,2012/02/29 17:56:00
Case199,Round Grinding,ID4445,2012/02/29 17:57:00,2012/02/29 20:22:00
Case199,Round Grinding,ID4355,2012/02/29 20:27:00,2012/02/29 22:53:00
Case199,Lapping,ID4882,2012/02/29 23:28:00,2012/02/29 23:29:00
Case199,Round Grinding,ID4385,2012/03/01 03:36:00,2012/03/01 03:45:00
Case199,Round Grinding,ID4385,2012/03/01 05:45:00,2012/03/01 13:47:00
Case199,Final Inspection Q.C.,ID4163,2012/03/01 14:00:00,2012/03/01 15:40:00
Case199,Lapping,ID4882,2012/03/01 14:34:00,2012/03/01 15:37:00
Case199,Final Inspection Q.C.,ID4163,2012/03/01 16:00:00,2012/03/01 17:00:00
Case199,Final Inspection Q.C.,ID4163,2012/03/01 18:00:00,2012/03/01 19:50:00
Case199,Round Grinding,ID4355,2012/03/01 22:19:00,2012/03/01 23:11:00
Case199,Final Inspection Q.C.,ID4163,2012/03/01 23:10:00,2012/03/02 01:03:00
Case199,Round Grinding,ID4385,2012/03/02 03:50:00,2012/03/02 13:34:00
Case199,Lapping,ID4882,2012/03/02 07:00:00,2012/03/02 08:15:00
Case199,Lapping,ID4882,2012/03/02 07:00:00,2012/03/02 08:15:00
Case199,Lapping,ID0998,2012/03/02 18:16:00,2012/03/02 19:29:00
Case199,Round Grinding,ID4445,2012/03/04 05:11:00,2012/03/04 13:45:00
Case199,Final Inspection Q.C.,ID4163,2012/03/04 14:30:00,2012/03/04 15:40:00
Case199,Final Inspection Q.C.,ID4163,2012/03/04 16:00:00,2012/03/04 19:50:00
Case199,Round Grinding,ID4385,2012/03/04 19:21:00,2012/03/04 22:53:00
Case199,Final Inspection Q.C.,ID4163,2012/03/04 20:20:00,2012/03/04 21:20:00
Case199,Packing,ID4820,2012/03/05 07:00:00,2012/03/05 08:00:00
Case199,Grinding Rework,ID4528,2012/03/06 16:23:00,2012/03/06 18:43:00
Case199,Final Inspection Q.C.,ID4493,2012/03/16 16:34:00,2012/03/16 19:51:00
Case199,Grinding Rework,ID4528,2012/03/18 17:18:00,2012/03/18 18:24:00
Case199,Grinding Rework,ID4528,2012/03/18 23:16:00,2012/03/19 00:47:00
Case199,Final Inspection Q.C.,ID4493,2012/03/19 13:59:00,2012/03/19 18:00:00
Case199,Final Inspection Q.C.,ID4493,2012/03/19 17:58:00,2012/03/19 22:59:00
Case199,Packing,ID4820,2012/03/20 07:00:00,2012/03/20 08:00:00
Case199,Final Inspection Q.C.,ID4493,2012/03/20 16:51:00,2012/03/20 18:06:00
Case199,Final Inspection Q.C.,ID4163,2012/03/21 20:20:00,2012/03/21 22:00:00
Case199,Grinding Rework,ID4872,2012/03/21 23:48:00,2012/03/22 01:30:00
Case199,Packing,ID4820,2012/03/22 07:00:00,2012/03/22 08:00:00
Case199,Packing,ID4820,2012/03/27 08:00:00,2012/03/27 09:00:00
Case199,Packing,ID4820,2012/03/27 08:00:00,2012/03/27 09:00:00
Case199,Grinding Rework,ID4528,2012/03/29 04:12:00,2012/03/29 07:33:00
Case199,Packing,ID4291,2012/03/29 08:00:00,2012/03/29 09:00:00
Case199,Final Inspection Q.C.,ID4493,2012/03/29 15:34:00,2012/03/29 18:34:00
Case199,Final Inspection Q.C.,ID4493,2012/03/29 20:24:00,2012/03/29 21:39:00
Case199,Packing,ID4491,2012/03/30 08:00:00,2012/03/30 09:00:00
Case199,Final Inspection Q.C.,ID4163,2012/03/30 16:40:00,2012/03/30 17:53:00
Case199,Final Inspection Q.C.,ID4163,2012/03/30 17:53:00,2012/03/30 18:15:00
Case199,Final Inspection Q.C.,ID4163,2012/03/30 18:15:00,2012/03/30 18:25:00
Case199,Final Inspection Q.C.,ID4163,2012/03/30 18:25:00,2012/03/30 18:35:00
Case199,Final Inspection Q.C.,ID4163,2012/03/30 18:35:00,2012/03/30 18:55:00
Case20,Turning & Milling,ID4167,2012/01/15 15:16:00,2012/01/15 21:06:00
Case20,Turning & Milling Q.C.,ID4618,2012/01/15 21:07:00,2012/01/15 23:08:00
Case20,Turning & Milling,ID4167,2012/01/15 21:07:00,2012/01/15 22:36:00
Case20,Turning & Milling,ID4794,2012/01/16 04:14:00,2012/01/16 05:24:00
Case20,Turning & Milling,ID4794,2012/01/16 05:25:00,2012/01/16 09:34:00
Case20,Turning & Milling,ID4794,2012/01/16 09:36:00,2012/01/16 11:38:00
Case20,Turning & Milling,ID4429,2012/01/16 14:29:00,2012/01/16 23:26:00
Case20,Turning & Milling,ID4529,2012/01/17 00:05:00,2012/01/17 00:52:00
Case20,Turning & Milling,ID4794,2012/01/17 03:14:00,2012/01/17 13:49:00
Case20,Turning & Milling Q.C.,ID4618,2012/01/17 22:26:00,2012/01/17 22:53:00
Case20,Turning & Milling,ID4167,2012/01/17 22:50:00,2012/01/18 01:50:00
Case20,Laser Marking,ID4932,2012/01/23 18:44:00,2012/01/23 19:45:00
Case20,Round Grinding,ID4445,2012/01/25 04:30:00,2012/01/25 05:00:00
Case20,Round Grinding,ID4445,2012/01/25 05:00:00,2012/01/25 06:15:00
Case20,Round Grinding,ID0420,2012/01/25 14:00:00,2012/01/25 16:30:00
Case20,Round Grinding,ID0420,2012/01/26 15:21:00,2012/01/26 22:56:00
Case20,Round Grinding,ID4355,2012/01/26 23:06:00,2012/01/27 06:24:00
Case20,Round Grinding,ID0420,2012/01/27 13:52:00,2012/01/27 17:00:00
Case20,Round Grinding,ID4445,2012/02/06 06:56:00,2012/02/06 07:17:00
Case20,Turning & Milling Q.C.,ID4618,2012/02/06 13:50:00,2012/02/06 14:07:00
Case20,Round Grinding,ID4385,2012/02/07 20:02:00,2012/02/07 21:17:00
Case20,Round Grinding,ID4385,2012/02/07 21:19:00,2012/02/08 00:42:00
Case20,Round Grinding,ID4445,2012/02/08 03:01:00,2012/02/08 09:01:00
Case20,Final Inspection Q.C.,ID4618,2012/02/21 15:14:00,2012/02/21 23:05:00
Case20,Packing,ID4820,2012/02/22 07:00:00,2012/02/22 08:00:00
Case200,Milling,ID0937,2012/01/09 07:00:00,2012/01/09 08:15:00
Case200,Grinding Rework,ID4872,2012/01/12 00:45:00,2012/01/12 01:59:00
Case200,Final Inspection Q.C.,ID4493,2012/01/12 14:45:00,2012/01/12 15:13:00
Case200,Final Inspection Q.C.,ID4493,2012/01/12 15:20:00,2012/01/12 16:35:00
Case200,Packing,ID4820,2012/01/15 07:00:00,2012/01/15 08:00:00
Case200,Lapping,ID4355,2012/01/30 07:00:00,2012/01/30 08:15:00
Case200,Round Grinding,ID4355,2012/01/30 07:00:00,2012/01/30 08:15:00
Case201,Round Grinding,ID4493,2012/01/04 07:00:00,2012/01/04 08:15:00
Case201,Turning & Milling Q.C.,ID4493,2012/01/04 07:00:00,2012/01/04 08:15:00
Case201,Turning,ID4219,2012/01/05 17:10:00,2012/01/05 17:11:00
Case201,Turning,ID4219,2012/01/05 17:12:00,2012/01/05 20:52:00
Case201,Turning,ID4219,2012/01/05 20:53:00,2012/01/06 00:37:00
Case201,Turning,ID4219,2012/01/06 00:39:00,2012/01/06 00:42:00
Case201,Turning,ID4219,2012/01/06 13:51:00,2012/01/06 15:00:00
Case201,Turning,ID4219,2012/01/06 15:01:00,2012/01/06 19:40:00
Case201,Turning,ID4219,2012/01/06 19:40:00,2012/01/06 20:08:00
Case201,Turning,ID4219,2012/01/08 13:43:00,2012/01/08 14:54:00
Case201,Turning Q.C.,ID4493,2012/01/08 17:12:00,2012/01/08 18:13:00
Case201,Turning & Milling Q.C.,ID4493,2012/01/08 20:20:00,2012/01/08 22:30:00
Case201,Turning & Milling,ID4219,2012/01/16 15:00:00,2012/01/16 23:09:00
Case201,Turning & Milling,ID4219,2012/01/17 14:37:00,2012/01/17 16:28:00
Case201,Turning & Milling,ID0997,2012/01/17 17:01:00,2012/01/17 19:55:00
Case201,Milling,ID4326,2012/01/18 14:00:00,2012/01/19 01:00:00
Case201,Turning & Milling Q.C.,ID4493,2012/01/18 18:01:00,2012/01/18 23:02:00
Case201,Packing,ID4291,2012/01/19 07:00:00,2012/01/19 08:00:00
Case201,Milling,ID4326,2012/01/19 14:05:00,2012/01/19 22:31:00
Case201,Milling,ID4326,2012/01/20 14:25:00,2012/01/20 18:32:00
Case201,Round Grinding,ID0937,2012/01/22 07:00:00,2012/01/22 08:15:00
Case201,Round Grinding,ID4493,2012/01/22 07:00:00,2012/01/22 08:15:00
Case201,Round Grinding,ID0937,2012/01/22 07:00:00,2012/01/22 08:15:00
Case201,Turning & Milling Q.C.,ID4493,2012/01/22 14:10:00,2012/01/22 15:11:00
Case201,Round Grinding,ID4528,2012/01/22 18:18:00,2012/01/22 20:38:00
Case201,Round Grinding,ID4528,2012/01/22 20:39:00,2012/01/22 22:44:00
Case201,Turning & Milling Q.C.,ID4287,2012/02/01 07:00:00,2012/02/01 08:15:00
Case201,Turning & Milling Q.C.,ID4493,2012/02/09 19:35:00,2012/02/10 01:03:00
Case201,Turning & Milling Q.C.,ID4493,2012/02/13 15:45:00,2012/02/13 17:45:00
Case201,Turning & Milling Q.C.,ID0937,2012/02/21 07:00:00,2012/02/21 08:15:00
