,caseid,task,user,start_timestamp,end_timestamp,l1,l2,l3,city1,city2,city3,city4,city5,snap1,snap2,snap3,snap4,snap5
804,Case177,Final Inspection Q.C.,ID4163,2012-01-17 16:00:00,2012-01-17 19:50:00,66,28,5,2,15,37,66,66,23,39,60,66,66
805,Case177,Final Inspection Q.C.,ID4163,2012-01-18 14:00:00,2012-01-18 15:00:00,73,30,2,2,19,33,71,73,28,46,67,73,73
806,Case177,Final Inspection Q.C.,ID4163,2012-01-18 15:00:00,2012-01-18 15:40:00,74,30,2,2,19,33,72,74,28,47,68,74,74
807,Case177,Grinding Rework,ID4872,2012-02-12 20:42:00,2012-02-12 21:55:00,120,12,1,0,4,11,18,63,16,38,53,76,105
808,Case177,Packing,ID4820,2012-02-13 07:00:00,2012-02-13 08:00:00,120,65,0,1,4,11,17,62,17,33,53,76,105
809,Case177,Final Inspection Q.C.,ID4163,2012-02-13 16:15:00,2012-02-13 17:15:00,122,68,1,2,5,13,17,59,22,40,54,76,107
810,Case177,Lapping,ID4163,2012-03-30 08:00:00,2012-03-30 09:15:00,220,130,0,0,4,7,12,17,28,56,74,91,117
811,Case178,Round Grinding,ID4445,2012-01-02 07:00:00,2012-01-02 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Case178,Round Grinding,ID4355,2012-01-02 17:00:00,2012-01-02 18:00:00,6,0,0,6,6,6,6,6,6,6,6,6,6
813,Case178,Grinding Rework,ID4872,2012-01-12 05:51:00,2012-01-12 06:47:00,55,5,0,2,20,55,55,55,28,45,55,55,55
814,Case178,Grinding Rework,ID4872,2012-01-15 15:08:00,2012-01-15 20:30:00,59,5,0,0,10,34,59,59,14,37,53,59,59
815,Case178,Lapping,ID4882,2012-01-15 17:13:00,2012-01-15 22:12:00,60,19,0,0,10,34,60,60,17,37,54,60,60
816,Case178,Lapping,ID0998,2012-01-15 17:20:00,2012-01-16 00:27:00,60,19,1,0,10,34,60,60,17,37,54,60,60
817,Case178,Grinding Rework,ID4872,2012-01-16 13:57:00,2012-01-16 17:47:00,63,5,0,2,10,33,63,63,21,38,55,63,63
818,Case178,Grinding Rework,ID4355,2012-01-16 17:14:00,2012-01-16 22:43:00,64,6,0,3,12,33,64,64,23,37,56,64,64
819,Case178,Grinding Rework,ID4385,2012-01-16 23:33:00,2012-01-17 06:40:00,66,6,0,4,13,33,66,66,22,38,58,66,66
820,Case178,Fix,ID4528,2012-01-17 06:52:00,2012-01-17 13:37:00,67,0,0,2,12,32,67,67,21,39,59,67,67
821,Case178,Grinding Rework,ID4355,2012-01-17 13:53:00,2012-01-17 23:03:00,67,6,0,1,13,31,58,67,20,37,59,67,67
822,Case178,Grinding Rework,ID4355,2012-01-19 13:51:00,2012-01-19 17:52:00,76,7,0,1,14,21,51,76,23,49,65,75,76
823,Case178,Grinding Rework,ID4872,2012-01-20 16:11:00,2012-01-20 19:54:00,78,7,0,0,15,24,45,78,22,48,66,74,78
824,Case178,Grinding Rework,ID4872,2012-01-23 23:09:00,2012-01-23 23:18:00,82,7,0,2,9,24,40,82,28,39,59,74,82
825,Case178,Grinding Rework,ID4872,2012-01-24 23:06:00,2012-01-25 01:07:00,85,7,0,2,6,22,37,85,25,42,63,73,85
826,Case178,Grinding Rework,ID4872,2012-01-25 23:10:00,2012-01-26 04:27:00,87,7,0,1,5,23,37,87,28,41,60,73,87
827,Case178,Grinding Rework,ID4872,2012-01-29 15:21:00,2012-01-29 16:29:00,90,9,0,1,3,13,30,90,15,39,51,71,90
828,Case178,Grinding Rework,ID4872,2012-01-30 14:12:00,2012-01-30 14:30:00,92,9,0,1,5,14,28,92,26,39,50,69,92
829,Case178,Grinding Rework,ID4528,2012-02-09 17:02:00,2012-02-09 17:49:00,118,11,1,2,6,9,18,61,18,44,60,76,108
830,Case178,Grinding Rework,ID4872,2012-02-16 18:11:00,2012-02-16 23:10:00,127,12,1,1,3,12,15,49,23,48,60,70,103
831,Case178,Grinding Rework,ID4528,2012-03-07 22:20:00,2012-03-08 01:00:00,172,20,2,0,4,8,12,32,25,46,67,84,122
832,Case178,Grinding Rework,ID4872,2012-03-08 02:30:00,2012-03-08 06:35:00,172,20,2,0,4,7,12,31,24,46,67,84,122
833,Case178,Grinding Rework,ID4528,2012-03-08 14:07:00,2012-03-08 22:55:00,174,20,2,0,4,8,12,30,26,48,65,81,123
834,Case178,Grinding Rework,ID4872,2012-03-08 22:58:00,2012-03-09 05:46:00,174,21,3,1,5,8,12,30,30,51,65,79,122
835,Case178,Grinding Rework,ID4528,2012-03-09 14:10:00,2012-03-09 19:20:00,174,21,3,0,4,7,12,27,23,51,64,76,122
836,Case178,Grinding Rework,ID4872,2012-03-11 15:02:00,2012-03-11 22:41:00,175,21,3,0,2,6,10,26,10,48,54,72,120
837,Case178,Grinding Rework,ID4528,2012-03-11 23:08:00,2012-03-12 02:25:00,176,21,3,0,1,6,9,26,19,47,54,74,120
838,Case178,Grinding Rework,ID4872,2012-03-12 14:21:00,2012-03-12 16:04:00,178,21,3,0,1,6,9,25,20,44,56,76,122
839,Case178,Grinding Rework,ID4872,2012-03-12 19:39:00,2012-03-12 22:53:00,179,21,3,1,1,6,9,25,21,44,58,76,123
840,Case178,Turning & Milling Q.C.,ID4493,2012-03-12 23:37:00,2012-03-12 23:45:00,179,131,0,0,1,6,9,24,20,43,58,75,123
841,Case178,Lapping,ID0937,2012-03-14 07:00:00,2012-03-14 08:15:00,184,103,0,0,1,7,8,23,26,44,65,78,128
842,Case178,Laser Marking,ID0937,2012-03-14 07:00:00,2012-03-14 08:15:00,184,130,2,0,1,7,8,23,26,44,65,78,128
843,Case178,Round Grinding,ID0937,2012-03-14 07:00:00,2012-03-14 08:15:00,184,89,0,0,1,7,8,23,26,44,65,78,128
844,Case178,Round Grinding,ID0937,2012-03-14 07:00:00,2012-03-14 08:15:00,184,89,7,0,1,7,8,23,26,44,65,78,128
845,Case179,Grinding Rework,ID4872,2012-01-12 01:59:00,2012-01-12 05:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Case179,Final Inspection Q.C.,ID4163,2012-01-13 16:00:00,2012-01-13 17:00:00,19,6,1,3,11,18,19,19,14,19,19,19,19
847,Case179,Packing,ID4820,2012-01-15 07:00:00,2012-01-15 08:00:00,21,3,0,2,11,16,21,21,5,21,21,21,21
848,Case179,Grinding Rework,ID4528,2012-02-20 17:45:00,2012-02-20 19:50:00,123,10,0,2,5,15,24,67,29,50,65,76,104
849,Case179,Final Inspection Q.C.,ID4163,2012-02-22 16:00:00,2012-02-22 18:00:00,131,87,0,2,6,18,21,60,29,53,76,82,110
850,Case179,Packing,ID4820,2012-02-23 07:00:00,2012-02-23 08:00:00,131,84,1,2,6,17,22,60,28,53,77,82,110
851,Case179,Final Inspection Q.C.,ID4163,2012-02-23 14:00:00,2012-02-23 14:40:00,132,87,22,1,6,16,22,60,27,54,77,83,111
852,Case18,Turning & Milling,ID4932,2012-01-18 10:51:00,2012-01-18 12:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Case18,Turning & Milling,ID4932,2012-01-18 12:32:00,2012-01-18 13:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0
854,Case18,Turning & Milling,ID4429,2012-01-18 14:01:00,2012-01-18 15:44:00,6,1,1,2,3,4,6,6,6,6,6,6,6
855,Case18,Turning & Milling,ID4932,2012-01-19 02:56:00,2012-01-19 03:12:00,20,6,5,6,9,11,15,20,20,20,20,20,20
856,Case18,Turning & Milling,ID4932,2012-01-19 03:12:00,2012-01-19 12:33:00,21,7,5,6,10,12,16,21,21,21,21,21,21
857,Case18,Turning & Milling,ID4932,2012-01-19 09:31:00,2012-01-19 13:46:00,22,8,6,4,11,13,17,22,22,22,22,22,22
858,Case18,Turning & Milling,ID4429,2012-01-19 14:22:00,2012-01-19 15:27:00,27,10,6,2,12,16,20,27,26,27,27,27,27
859,Case18,Turning & Milling,ID4167,2012-01-19 14:58:00,2012-01-20 00:29:00,27,10,6,2,12,16,20,27,26,27,27,27,27
860,Case18,Turning & Milling,ID4429,2012-01-19 22:42:00,2012-01-20 00:57:00,30,11,8,4,13,17,21,30,24,30,30,30,30
861,Case18,Turning & Milling,ID4932,2012-01-20 02:58:00,2012-01-20 02:59:00,31,11,8,6,14,17,22,31,25,31,31,31,31
862,Case18,Turning & Milling,ID4932,2012-01-20 02:58:00,2012-01-20 13:54:00,31,11,8,6,14,17,22,31,25,31,31,31,31
863,Case18,Turning & Milling,ID4932,2012-01-20 02:59:00,2012-01-20 13:54:00,31,11,8,6,14,17,22,31,25,31,31,31,31
864,Case18,Turning & Milling,ID4167,2012-01-20 16:22:00,2012-01-20 21:52:00,32,11,8,2,14,18,23,32,22,32,32,32,32
865,Case18,Turning & Milling,ID4529,2012-01-21 19:53:00,2012-01-22 03:55:00,32,11,8,0,14,16,21,32,0,32,32,32,32
866,Case18,Turning & Milling,ID4529,2012-01-21 19:54:00,2012-01-22 06:54:00,32,11,8,0,14,16,21,32,0,32,32,32,32
867,Case18,Turning & Milling,ID4932,2012-01-22 07:00:00,2012-01-22 08:15:00,32,11,8,0,14,17,20,32,3,32,32,32,32
868,Case18,Turning & Milling,ID4641,2012-01-22 07:02:00,2012-01-22 13:31:00,32,11,8,0,14,17,21,32,5,32,32,32,32
869,Case18,Turning & Milling,ID4641,2012-01-22 07:15:00,2012-01-22 13:32:00,32,11,8,0,14,17,21,32,5,32,32,32,32
870,Case18,Turning & Milling Q.C.,ID4163,2012-01-22 14:00:00,2012-01-22 15:40:00,32,9,6,2,11,18,21,32,10,32,32,32,32
871,Case18,Turning & Milling Q.C.,ID4163,2012-01-22 16:00:00,2012-01-22 19:50:00,33,11,1,4,11,19,22,33,13,33,33,33,33
872,Case18,Turning & Milling,ID4932,2012-01-22 16:08:00,2012-01-22 17:28:00,33,11,0,4,11,19,22,33,13,33,33,33,33
873,Case18,Turning & Milling,ID4932,2012-01-22 16:28:00,2012-01-22 22:57:00,33,11,3,4,11,19,22,33,13,33,33,33,33
874,Case18,Turning & Milling,ID4429,2012-01-22 18:46:00,2012-01-22 23:46:00,34,12,8,4,12,20,23,34,15,34,34,34,34
875,Case18,Turning & Milling Q.C.,ID4163,2012-01-22 20:20:00,2012-01-22 21:40:00,35,11,7,3,12,20,24,35,16,35,35,35,35
876,Case18,Turning & Milling,ID4167,2012-01-22 22:53:00,2012-01-23 02:53:00,35,12,3,3,13,20,24,35,18,35,35,35,35
877,Case18,Turning & Milling,ID4167,2012-01-22 22:56:00,2012-01-23 02:57:00,35,12,3,3,13,20,24,35,18,35,35,35,35
878,Case18,Turning & Milling,ID4529,2012-01-23 03:09:00,2012-01-23 13:20:00,36,13,9,2,13,20,25,36,19,36,36,36,36
879,Case18,Turning & Milling,ID4529,2012-01-23 03:10:00,2012-01-23 13:22:00,36,13,9,2,13,20,25,36,19,36,36,36,36
880,Case18,Turning & Milling,ID4932,2012-01-23 13:57:00,2012-01-23 23:06:00,38,14,10,1,12,22,27,38,20,38,38,38,38
881,Case18,Laser Marking,ID4882,2012-01-23 17:06:00,2012-01-23 18:22:00,39,6,1,2,12,23,27,39,20,37,39,39,39
882,Case18,Turning & Milling Q.C.,ID4163,2012-01-23 20:20:00,2012-01-23 22:30:00,41,14,1,2,13,24,29,41,23,37,41,41,41
883,Case18,Turning & Milling,ID4167,2012-01-23 23:09:00,2012-01-24 03:13:00,44,15,0,3,14,27,31,44,27,39,44,44,44
884,Case18,Turning & Milling,ID4529,2012-01-24 03:18:00,2012-01-24 13:28:00,44,15,6,5,14,27,31,44,28,39,44,44,44
885,Case18,Laser Marking,ID4882,2012-01-24 07:00:00,2012-01-24 08:15:00,44,11,1,5,13,27,31,44,28,39,44,44,44
886,Case18,Laser Marking,ID4882,2012-01-24 07:00:00,2012-01-24 08:15:00,44,11,0,5,13,27,31,44,28,39,44,44,44
887,Case18,Laser Marking,ID4882,2012-01-24 07:00:00,2012-01-24 08:15:00,44,11,0,5,13,27,31,44,28,39,44,44,44
888,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 14:00:00,2012-01-24 15:40:00,44,15,0,3,12,28,31,44,27,39,44,44,44
889,Case18,Turning & Milling,ID4932,2012-01-24 14:00:00,2012-01-24 17:51:00,44,16,0,3,12,28,31,44,27,39,44,44,44
890,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 16:00:00,2012-01-24 19:50:00,46,16,0,2,12,30,33,46,25,40,46,46,46
891,Case18,Turning & Milling,ID4932,2012-01-24 17:51:00,2012-01-24 17:52:00,46,18,6,3,12,30,33,46,23,39,46,46,46
892,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 20:20:00,2012-01-24 22:00:00,48,16,0,3,13,32,35,48,24,41,48,48,48
893,Case18,Turning & Milling,ID4932,2012-01-24 21:25:00,2012-01-24 22:58:00,49,19,6,3,14,33,36,49,25,42,49,49,49
894,Case18,Turning & Milling,ID4167,2012-01-24 21:48:00,2012-01-25 03:48:00,49,19,8,3,14,33,36,49,25,42,49,49,49
895,Case18,Turning & Milling Q.C.,ID4163,2012-01-24 22:00:00,2012-01-24 22:20:00,49,16,10,3,14,33,36,49,25,42,49,49,49
896,Case18,Turning & Milling,ID4529,2012-01-25 06:54:00,2012-01-25 13:27:00,49,19,6,1,14,33,36,49,24,40,49,49,49
897,Case18,Turning & Milling,ID4932,2012-01-25 14:03:00,2012-01-25 23:05:00,49,19,8,2,14,32,36,49,23,38,49,49,49
898,Case18,Laser Marking,ID0998,2012-01-25 21:49:00,2012-01-25 21:50:00,51,20,2,3,15,33,38,51,26,40,51,51,51
899,Case18,Laser Marking,ID4882,2012-01-25 22:21:00,2012-01-25 22:47:00,52,20,0,3,15,34,39,52,28,41,52,52,52
900,Case18,Turning & Milling,ID4167,2012-01-25 23:00:00,2012-01-26 03:22:00,52,21,0,3,15,34,39,52,28,41,52,52,52
901,Case18,Turning & Milling,ID4529,2012-01-26 03:24:00,2012-01-26 13:43:00,52,21,0,1,15,34,38,52,26,41,52,52,52
902,Case18,Turning & Milling,ID4932,2012-01-26 13:44:00,2012-01-26 23:01:00,53,21,17,0,15,33,38,53,27,42,53,53,53
903,Case18,Turning & Milling Q.C.,ID4163,2012-01-26 17:00:00,2012-01-26 19:50:00,55,22,17,0,14,36,39,55,23,44,55,55,55
904,Case18,Turning & Milling Q.C.,ID4163,2012-01-26 20:20:00,2012-01-26 21:00:00,55,22,4,1,14,35,40,55,25,44,55,55,55
905,Case18,Turning & Milling,ID4167,2012-01-26 22:38:00,2012-01-26 23:38:00,55,21,3,1,14,36,40,55,21,44,55,55,55
906,Case18,Turning & Milling,ID4167,2012-01-26 23:37:00,2012-01-26 23:38:00,55,21,9,1,14,36,40,55,20,44,55,55,55
907,Case18,Turning & Milling,ID4167,2012-01-26 23:39:00,2012-01-27 06:44:00,55,21,17,1,14,36,40,55,20,44,55,55,55
908,Case18,Turning & Milling,ID4529,2012-01-27 08:44:00,2012-01-27 08:45:00,55,21,17,0,14,35,39,55,19,43,55,55,55
909,Case18,Turning & Milling,ID4529,2012-01-27 08:45:00,2012-01-27 13:21:00,55,21,17,0,14,35,39,55,19,43,55,55,55
910,Case18,Turning & Milling Q.C.,ID4163,2012-01-27 16:00:00,2012-01-27 19:44:00,55,24,19,0,14,34,39,55,19,42,55,55,55
911,Case18,Laser Marking,ID4882,2012-01-29 17:43:00,2012-01-29 19:54:00,58,22,8,1,11,28,42,58,21,41,52,58,58
912,Case18,Turning & Milling Q.C.,ID4163,2012-01-29 20:20:00,2012-01-29 23:52:00,59,26,0,0,10,29,43,59,22,42,52,59,59
913,Case18,Turning & Milling,ID4167,2012-01-30 14:33:00,2012-01-30 15:35:00,61,25,0,0,8,28,46,61,24,39,50,61,61
914,Case18,Turning & Milling,ID4167,2012-01-30 14:37:00,2012-01-31 06:38:00,61,25,11,0,8,28,46,61,24,39,50,61,61
915,Case18,Laser Marking,ID0998,2012-01-30 15:28:00,2012-01-30 16:34:00,61,24,2,0,9,29,46,61,23,39,51,61,61
916,Case18,Laser Marking,ID0998,2012-01-30 23:57:00,2012-01-30 23:58:00,66,26,0,2,10,30,50,66,31,45,57,66,66
917,Case18,Turning & Milling Q.C.,ID4163,2012-01-31 14:00:00,2012-01-31 14:14:00,68,30,0,0,9,28,52,68,28,46,59,68,68
918,Case18,Turning & Milling Q.C.,ID4163,2012-02-01 14:00:00,2012-02-01 14:30:00,74,32,0,0,6,25,57,74,25,49,64,74,74
919,Case18,Turning & Milling Q.C.,ID4163,2012-02-01 14:30:00,2012-02-01 16:19:00,74,33,2,0,6,25,57,74,24,49,64,74,74
920,Case18,Turning & Milling,ID4163,2012-02-01 14:30:00,2012-02-01 14:50:00,74,31,4,0,6,25,57,74,24,49,64,74,74
921,Case18,Turning & Milling Q.C.,ID4163,2012-02-13 17:30:00,2012-02-13 19:50:00,95,56,9,0,4,12,29,89,22,40,55,76,95
922,Case18,Lapping,ID0998,2012-02-15 23:43:00,2012-02-16 00:26:00,100,46,2,0,4,13,32,91,21,44,61,70,100
923,Case18,Round Grinding,ID4355,2012-02-16 14:59:00,2012-02-16 20:39:00,101,49,2,1,4,11,29,92,21,46,60,71,101
924,Case18,Lapping,ID0998,2012-02-16 20:38:00,2012-02-16 20:39:00,102,46,3,1,4,11,30,93,28,50,61,71,102
925,Case18,Lapping,ID0998,2012-02-19 15:21:00,2012-02-19 21:28:00,104,49,3,0,3,11,21,81,15,43,57,68,97
926,Case18,Lapping,ID0998,2012-02-22 16:29:00,2012-02-22 23:59:00,119,54,5,0,5,11,26,76,28,52,76,82,110
927,Case18,Round Grinding,ID4445,2012-02-23 07:27:00,2012-02-23 13:46:00,120,57,11,0,6,13,28,74,27,54,78,83,111
928,Case18,Round Grinding,ID0420,2012-02-23 13:56:00,2012-02-23 13:57:00,120,57,36,0,6,13,28,74,27,54,77,83,111
929,Case18,Lapping,ID0998,2012-02-23 14:38:00,2012-02-23 19:26:00,121,54,8,0,6,13,28,73,27,55,78,84,112
930,Case18,Lapping,ID4882,2012-02-23 16:09:00,2012-02-23 19:45:00,121,54,4,0,6,13,28,73,26,55,77,84,112
931,Case18,Round Grinding,ID4445,2012-02-24 07:33:00,2012-02-24 13:35:00,123,57,12,2,7,14,27,67,25,59,77,87,113
932,Case18,Round Grinding,ID0420,2012-02-24 13:59:00,2012-02-24 18:52:00,123,57,37,2,6,13,24,66,24,58,77,86,113
933,Case18,Round Grinding,ID4528,2012-02-26 05:05:00,2012-02-26 13:37:00,123,57,39,0,2,13,20,60,4,50,70,83,111
934,Case18,Round Grinding,ID4355,2012-02-26 16:28:00,2012-02-26 22:54:00,124,57,39,0,2,13,20,58,10,40,68,84,111
935,Case18,Final Inspection Q.C.,ID4163,2012-02-26 19:00:00,2012-02-26 19:50:00,125,82,27,0,3,15,21,59,15,42,69,86,111
936,Case18,Final Inspection Q.C.,ID4163,2012-02-26 20:20:00,2012-02-27 01:02:00,125,82,19,0,3,15,21,59,16,42,69,86,111
937,Case18,Round Grinding,ID0420,2012-02-27 03:25:00,2012-02-27 10:34:00,126,57,6,0,3,14,21,60,22,45,71,88,113
938,Case18,Round Grinding,ID4385,2012-02-27 10:40:00,2012-02-27 13:46:00,127,58,9,0,3,13,21,62,25,44,69,90,114
939,Case18,Round Grinding,ID4355,2012-02-27 13:50:00,2012-02-27 20:34:00,127,58,39,0,3,13,21,62,25,44,69,90,114
940,Case18,Final Inspection Q.C.,ID4163,2012-02-27 14:00:00,2012-02-27 15:40:00,127,84,28,0,3,13,21,63,26,45,70,90,114
941,Case18,Final Inspection Q.C.,ID4163,2012-02-27 17:00:00,2012-02-27 23:12:00,127,87,19,1,3,13,22,63,29,44,69,90,114
942,Case18,Round Grinding,ID4355,2012-02-27 20:35:00,2012-02-27 21:16:00,128,59,6,2,3,13,22,63,29,44,70,91,115
943,Case18,Packing,ID4820,2012-02-28 07:00:00,2012-02-28 08:00:00,131,80,2,2,3,12,22,62,28,45,73,94,118
944,Case18,Final Inspection Q.C.,ID4163,2012-02-28 14:00:00,2012-02-28 15:40:00,131,91,10,0,3,12,22,61,23,43,73,93,118
945,Case18,Final Inspection Q.C.,ID4163,2012-02-28 16:00:00,2012-02-28 18:50:00,131,92,13,1,3,12,22,61,22,42,73,93,116
946,Case18,Lapping,ID4882,2012-02-28 19:28:00,2012-02-28 21:08:00,131,57,1,2,3,12,22,61,20,40,73,90,116
947,Case18,Final Inspection Q.C.,ID4163,2012-02-28 20:20:00,2012-02-29 01:02:00,131,92,1,2,3,12,22,61,20,40,73,90,116
948,Case18,Round Grinding,ID4355,2012-02-28 20:48:00,2012-02-28 23:39:00,131,59,3,2,3,12,22,61,21,39,73,90,116
949,Case18,Lapping,ID0998,2012-02-28 21:11:00,2012-02-28 22:26:00,131,57,0,2,3,12,22,61,21,39,73,90,116
950,Case18,Turning & Milling,ID4355,2012-02-28 23:40:00,2012-02-29 00:55:00,131,70,0,2,3,12,22,61,21,38,73,90,116
951,Case18,Round Grinding,ID4355,2012-02-28 23:41:00,2012-02-29 01:51:00,131,59,1,2,3,12,22,61,21,38,73,90,116
952,Case18,Round Grinding,ID0420,2012-02-29 03:20:00,2012-02-29 08:05:00,131,59,1,2,3,12,22,61,21,38,73,90,116
953,Case18,Packing,ID4820,2012-02-29 07:00:00,2012-02-29 08:00:00,131,84,10,1,3,11,22,61,21,38,73,90,116
954,Case18,Lapping,ID4882,2012-02-29 07:00:00,2012-02-29 08:15:00,131,57,1,1,3,11,22,61,21,38,73,90,116
955,Case18,Round Grinding,ID4385,2012-02-29 08:28:00,2012-02-29 13:33:00,131,59,3,2,3,12,20,62,21,38,74,91,111
956,Case18,Final Inspection Q.C.,ID4163,2012-02-29 14:00:00,2012-02-29 15:30:00,132,95,4,2,3,11,19,60,23,39,75,92,112
957,Case18,Round Grinding,ID4355,2012-02-29 16:14:00,2012-02-29 22:53:00,133,59,5,2,3,11,19,60,24,39,74,92,113
958,Case18,Final Inspection Q.C.,ID4163,2012-02-29 17:00:00,2012-02-29 18:30:00,133,96,6,2,3,11,19,60,25,39,74,91,113
959,Case18,Final Inspection Q.C.,ID4163,2012-02-29 20:20:00,2012-02-29 21:20:00,133,97,23,2,3,11,19,60,25,39,74,89,111
960,Case18,Final Inspection Q.C.,ID4163,2012-02-29 21:20:00,2012-02-29 22:00:00,133,97,17,1,3,11,19,59,25,39,74,89,111
961,Case18,Final Inspection Q.C.,ID4163,2012-02-29 22:00:00,2012-02-29 22:45:00,133,97,17,1,3,10,19,59,25,39,74,89,111
962,Case18,Final Inspection Q.C.,ID4163,2012-02-29 22:45:00,2012-02-29 23:12:00,133,97,17,1,3,10,19,59,26,39,73,89,111
963,Case18,Lapping,ID0998,2012-02-29 23:04:00,2012-03-01 01:14:00,133,57,1,1,3,10,19,59,26,39,73,89,111
964,Case18,Round Grinding,ID4385,2012-03-01 03:37:00,2012-03-01 11:07:00,134,60,1,0,3,8,19,59,28,40,74,90,112
965,Case18,Lapping,ID4882,2012-03-01 07:00:00,2012-03-01 08:15:00,134,58,6,0,3,8,19,59,28,40,74,90,112
966,Case18,Lapping,ID4882,2012-03-01 07:00:00,2012-03-01 08:15:00,134,58,6,0,3,8,19,59,28,40,74,90,112
967,Case18,Round Grinding,ID0420,2012-03-01 11:20:00,2012-03-01 13:46:00,135,60,13,0,3,9,19,59,26,42,74,91,114
968,Case18,Round Grinding,ID4355,2012-03-01 14:02:00,2012-03-01 22:57:00,135,60,38,0,3,9,19,59,24,42,74,91,114
969,Case18,Lapping,ID0998,2012-03-01 16:24:00,2012-03-01 23:46:00,136,60,12,0,3,8,19,58,20,43,74,92,114
970,Case18,Final Inspection Q.C.,ID4163,2012-03-01 20:20:00,2012-03-01 21:25:00,136,97,1,0,3,7,20,58,20,44,73,92,114
971,Case18,Round Grinding,ID4385,2012-03-02 03:51:00,2012-03-02 13:33:00,136,61,3,0,3,7,19,58,18,45,73,91,113
972,Case18,Packing,ID4820,2012-03-02 07:00:00,2012-03-02 08:00:00,136,90,2,0,3,6,19,57,18,45,73,91,113
973,Case18,Lapping,ID4882,2012-03-02 07:00:00,2012-03-02 08:15:00,136,62,1,0,3,6,19,57,18,45,73,91,113
974,Case18,Lapping,ID0998,2012-03-02 18:15:00,2012-03-02 19:30:00,136,62,0,0,3,5,18,56,10,44,63,87,113
975,Case18,Round Grinding,ID4445,2012-03-04 05:12:00,2012-03-04 13:46:00,137,61,13,0,3,4,15,51,4,39,55,81,113
976,Case18,Final Inspection Q.C.,ID4163,2012-03-04 14:00:00,2012-03-04 14:30:00,137,97,4,0,2,4,15,52,7,38,54,82,110
977,Case18,Lapping,ID0998,2012-03-04 15:23:00,2012-03-04 18:34:00,137,63,2,0,2,4,16,52,9,38,53,82,110
978,Case18,Round Grinding,ID0420,2012-03-04 17:28:00,2012-03-05 00:48:00,139,61,1,0,2,4,16,53,13,39,53,84,112
979,Case18,Final Inspection Q.C.,ID4163,2012-03-04 21:20:00,2012-03-05 01:00:00,140,99,5,0,1,5,16,53,17,39,53,85,113
980,Case18,Grinding Rework,ID4528,2012-03-04 23:56:00,2012-03-05 00:43:00,140,11,1,0,0,5,17,51,18,40,53,85,113
981,Case18,Lapping,ID0998,2012-03-05 00:43:00,2012-03-05 00:44:00,140,63,0,0,0,5,17,51,18,40,53,85,113
982,Case18,Round Grinding,ID4355,2012-03-05 03:09:00,2012-03-05 13:49:00,140,63,1,0,0,5,17,50,18,40,53,85,113
983,Case18,Lapping,ID4882,2012-03-05 07:00:00,2012-03-05 08:15:00,140,63,6,0,0,5,16,50,19,40,53,85,113
984,Case18,Laser Marking,ID4882,2012-03-05 07:00:00,2012-03-05 08:15:00,140,80,1,0,0,5,16,50,19,40,53,85,113
985,Case18,Final Inspection Q.C.,ID4163,2012-03-05 14:00:00,2012-03-05 15:40:00,140,99,0,0,0,4,15,49,22,36,51,85,113
986,Case18,Grinding Rework,ID4528,2012-03-05 14:01:00,2012-03-06 00:12:00,140,11,0,0,0,4,15,49,21,35,51,84,113
987,Case18,Round Grinding,ID0420,2012-03-05 14:17:00,2012-03-05 22:53:00,140,63,0,0,0,4,15,49,20,35,51,84,113
988,Case18,Lapping,ID0998,2012-03-05 15:11:00,2012-03-05 18:39:00,141,63,0,0,0,4,15,49,20,36,51,85,114
989,Case18,Final Inspection Q.C.,ID4163,2012-03-05 16:00:00,2012-03-05 19:50:00,141,99,1,0,0,4,15,49,20,36,51,85,114
990,Case18,Lapping,ID4882,2012-03-05 20:22:00,2012-03-05 21:47:00,142,63,0,0,0,4,16,50,21,35,53,85,115
991,Case18,Final Inspection Q.C.,ID4163,2012-03-05 21:50:00,2012-03-06 01:02:00,142,99,2,0,0,4,15,50,21,34,53,85,115
992,Case18,Lapping,ID4882,2012-03-05 22:57:00,2012-03-06 00:12:00,142,63,0,0,0,4,15,50,20,33,53,84,115
993,Case18,Round Grinding,ID4355,2012-03-06 03:10:00,2012-03-06 05:53:00,142,63,1,0,0,4,12,50,21,34,54,84,115
994,Case18,Round Grinding,ID4445,2012-03-06 05:54:00,2012-03-06 11:23:00,143,63,40,0,0,4,13,50,23,36,56,85,116
995,Case18,Round Grinding,ID4355,2012-03-06 11:24:00,2012-03-06 13:19:00,143,63,43,0,0,5,14,51,25,35,57,84,116
996,Case18,Round Grinding,ID4355,2012-03-06 13:20:00,2012-03-06 13:43:00,143,63,43,0,0,5,14,50,25,35,57,84,116
997,Case18,Round Grinding,ID4385,2012-03-06 22:50:00,2012-03-07 00:42:00,146,63,44,0,0,5,12,50,24,36,60,87,119
998,Case18,Round Grinding,ID4355,2012-03-07 03:10:00,2012-03-07 13:48:00,148,64,44,0,0,6,12,50,25,38,62,88,121
